organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Tg,Tg_metabolite levels,metabolism,steady state,metabolite,B,675,52.1%,,metabolite_level_,"2 columns of 1,296 metabolites",separate,,,,,
Tg,Tg_metabolic flux,metabolism,labelled precursor,metabolite,B,855,66.0%,,labelled_fraction_,"2 columns of 1,296 metabolites",separate,,,,,
Tg,Tg_lipid composition,metabolism,membrane lipids,metabolite,C,194,15.0%,,lipid_ev_,"2 columns of 1,296 metabolites",separate,,,,,
Tg,Tg_enzyme classification,metabolism,annotation,gene,A,8140,100.0%,1313,"ec_number, has_ec",2 columns,one,,,,,
Tg,Tg_resistance-conferring mutation,chemistry,in vitro evolution,gene,C,1,0.0%,,"resistance_allele_count, resistance_compound_count, resistance_substitutions, resistance_compounds",4 columns,separate,"PMID 24533298 Int J Parasitol Drugs Drug Resist (TgMAPK1 L162Q and I171N, 1NM-PP1); PMID 25941623 Sci Rep (TgMAPKL-1 gatekeeper S191Y); PMID 35041939 GSE175919 (from the GEO index, verify assay and parasite-gene shape)",24533298: Identification of mutations in TgMAPK1 of Toxoplasma gondii conferring resistance to 1NM-PP1. | 25941623: A single mutation in the gatekeeper residue in TgMAPKL-1 restores the inhibitory effect of a bumped kinase inhibitor on the cell cycle. | 35041939: A potent HDAC inhibitor blocks Toxoplasma gondii tachyzoite growth and profoundly disrupts parasite gene expression.,,,
Tg,Tg_target engagement / thermal shift,chemistry,thermal proteome,gene,B,2348,28.8%,,cetsa_calcium_ed_score,1 columns,average,,,,,
Tg,Tg_RNA-binding protein targets,relation,CLIP / RIP,gene,A,7463,91.7%,,bfd2_rip_log2_ip_over_input,1 columns,separate,,,,,
Tg,Tg_noncoding and antisense transcription,transcription,lncRNA,gene,A,8140,100.0%,,antisense_expression_percentile,1 columns,separate,,,,,
Tg,Tg_codon usage / translation efficiency,translation,sequence-derived,gene,A,8140,100.0%,,codon_,3 columns,one,,,,,
Tg,Tg_complex membership,relation,crosslink MS interactome,gene,C,494,6.1%,,n_crosslink_partners,1 columns,separate,PMID 40874616 mBio 02159-25 (Toxoplasma interactome by crosslinking mass spectrometry),40874616: Mapping a Toxoplasma gondii interactome by crosslinking mass spectrometry and machine learning.,,,
Tg,Tg_seroreactivity / antigenicity,immunity,human or animal sera,gene,C,34,0.4%,,n_bcell_epitopes,1 columns,separate,"IEDB bcell_search (distinct antibody epitope sequences per antigen); PMID 41704854 GSE300509 (from the GEO index, verify assay and parasite-gene shape); PMID 40830525 GSE294543 (from the GEO index, verify assay and parasite-gene shape); GSE287334 (from the GEO index, verify assay and parasite-gene shape); GSE124251 (from the GEO index, verify assay and parasite-gene shape); PMID 37350586 GSE228853 (from the GEO index, verify assay and parasite-gene shape); PMID 36214684 GSE198001 (from the GEO index, verify assay and parasite-gene shape); PMID 33336164 GSE156685 (from the GEO index, verify assay and parasite-gene shape); PMID 32065584 GSE145080 (from the GEO index, verify assay and parasite-gene shape)","distinct antibody epitope sequences per antigen | 41704854: In vitro growth of Toxoplasma gondii tachyzoites on different host cell lines selects for changes in efficiency of invasion and parasite surface antigen gene expression | 40830525: Cross-lineage 5-methylcytosine methylome profiling reveals methylated divergence among Toxoplasma gondii tachyzoites of the three major clonal lineages. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37350586: An apicomplexan bromodomain protein, TgBDP1, associates with diverse epigenetic factors to regulate essential transcriptional processes in Toxoplasma gondii. | 36214684: Essential Functions of Calmodulin and Identification of Its Proximal Interacting Proteins in Tachyzoite-Stage Toxoplasma gondii via BioID Technology. | 33336164: Target identification of an antimalarial oxaborole identifies AN13762 as an alternative chemotype for targeting CPSF3 in apicomplexan parasites. | 32065584: A single-parasite transcriptional atlas of Toxoplasma Gondii reveals novel control of antigen expression.",,,
Tg,Tg_T-cell epitope content,immunity,predicted and measured,gene,C,221,2.7%,,iedb_epitope_count,1 columns,average,"GSE287334 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape,,,
Tg,Tg_host ESCRT recruitment,phenotype,high-content imaging,gene,C,10,0.1%,,escrt_recruitment_,2 columns,separate,spaCR screen (unpublished) (pooled image-based CRISPR screen of secretory proteins),pooled image-based CRISPR screen of secretory proteins,,,
Tg,Tg_invasion and egress phenotype,phenotype,high-content imaging,gene,C,318,3.9%,,"screen_egress_phenotype, screen_any_phenotype, screen_actin_phenotype, screen_apicoplast_phenotype, screen_replication_phenotype, screen_scorers_agree",6 columns,separate,"PMID 35538310 Nat Microbiol 41564-2022-01114 (arrayed splitCas9 imaging screen, 319 genes)",35538310: A splitCas9 phenotypic screen in Toxoplasma gondii identifies proteins involved in host cell egress and invasion.,,,
Tg,Tg_essentiality in a second background,fitness,second strain,gene,C,131,1.6%,,crispr_reporter_strain_p8_log2,1 columns,separate,"GSE132237 (eight passages in the differentiation reporter strain); PMID 31955846 GSE132237 (from the GEO index, verify assay and parasite-gene shape)",eight passages in the differentiation reporter strain | 31955846: CRISPR-Cas9 screens to identify regulators of differentiation in Toxoplasma gondii,,,
Tg,Tg_host proteome · human fibroblast,host effect,"human fibroblast; tachyzoite, in vitro HFF",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human fibroblast.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, in vitro HFF protein binds is present in human fibroblast at all."
Tg,Tg_host transcriptome · human fibroblast,host effect,"human fibroblast; tachyzoite, in vitro HFF",host_gene,A,19087,100.0%,,fibroblast_tpm,"1 columns of 19,087 host proteins",average,,,,,
Tg,Tg_host surface / receptor repertoire · human fibroblast,host effect,"human fibroblast; tachyzoite, in vitro HFF",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human fibroblast.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, in vitro HFF protein binds is present in human fibroblast at all."
Tg,Tg_host response to infection · human fibroblast,host effect,"human fibroblast; tachyzoite, in vitro HFF",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human fibroblast.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, in vitro HFF protein binds is present in human fibroblast at all."
Tg,Tg_host proteome · human monocyte,host effect,"human monocyte; tachyzoite, infected monocyte",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human monocyte.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, infected monocyte protein binds is present in human monocyte at all."
Tg,Tg_host transcriptome · human monocyte,host effect,"human monocyte; tachyzoite, infected monocyte",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human monocyte.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, infected monocyte protein binds is present in human monocyte at all."
Tg,Tg_host surface / receptor repertoire · human monocyte,host effect,"human monocyte; tachyzoite, infected monocyte",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human monocyte.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, infected monocyte protein binds is present in human monocyte at all."
Tg,Tg_host response to infection · human monocyte,host effect,"human monocyte; tachyzoite, infected monocyte",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human monocyte.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, infected monocyte protein binds is present in human monocyte at all."
Tg,Tg_host proteome · mouse bone-marrow macrophage,host effect,"mouse bone-marrow macrophage; tachyzoite, BMDM",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse bone-marrow macrophage.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, BMDM protein binds is present in mouse bone-marrow macrophage at all."
Tg,Tg_host transcriptome · mouse bone-marrow macrophage,host effect,"mouse bone-marrow macrophage; tachyzoite, BMDM",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse bone-marrow macrophage.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, BMDM protein binds is present in mouse bone-marrow macrophage at all."
Tg,Tg_host surface / receptor repertoire · mouse bone-marrow macrophage,host effect,"mouse bone-marrow macrophage; tachyzoite, BMDM",host_gene,A,1296,100.0%,150,"bmdm_surface_detected, bmdm_surface_intensity","2 columns of 1,296 host proteins",fill,,,,,
Tg,Tg_host response to infection · mouse bone-marrow macrophage,host effect,"mouse bone-marrow macrophage; tachyzoite, BMDM",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse bone-marrow macrophage.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a tachyzoite, BMDM protein binds is present in mouse bone-marrow macrophage at all."
Tg,Tg_host proteome · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse brain.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic CNS infection protein binds is present in mouse brain at all."
Tg,Tg_host transcriptome · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,A,9763,100.0%,,brain_tpm,"1 columns of 9,763 host proteins",average,,,,,
Tg,Tg_host surface / receptor repertoire · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse brain.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic CNS infection protein binds is present in mouse brain at all."
Tg,Tg_host response to infection · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse brain.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic CNS infection protein binds is present in mouse brain at all."
Tg,Tg_host proteome · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host transcriptome · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,A,8635,100.0%,,skeletal_muscle_tpm,"1 columns of 8,635 host proteins",average,,,,,
Tg,Tg_host surface / receptor repertoire · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host response to infection · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host proteome · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human neuron.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, neuronal cyst protein binds is present in human neuron at all."
Tg,Tg_host transcriptome · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human neuron.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, neuronal cyst protein binds is present in human neuron at all."
Tg,Tg_host surface / receptor repertoire · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human neuron.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, neuronal cyst protein binds is present in human neuron at all."
Tg,Tg_host response to infection · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human neuron.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, neuronal cyst protein binds is present in human neuron at all."
Tg,Tg_transcription · in vivo enteric,transcription,feline enterocyte,gene,A,7739,95.1%,,ees_vs_tachyzoite_log2,1 columns,one,"PMID 38093015 GSE222835 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222819 (from the GEO index, verify assay and parasite-gene shape); GSE206344 (from the GEO index, verify assay and parasite-gene shape); PMID 32094587 GSE136123 (from the GEO index, verify assay and parasite-gene shape); PMID 32094587 GSE136060 (from the GEO index, verify assay and parasite-gene shape); PMID 29788176 GSE109087 (from the GEO index, verify assay and parasite-gene shape); PMID 29788176 GSE109086 (from the GEO index, verify assay and parasite-gene shape); PMID 30728393 GSE108740 (from the GEO index, verify assay and parasite-gene shape)",38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | from the GEO index; verify assay and parasite-gene shape | 32094587: A MORC-driven transcriptional switch controls Toxoplasma developmental trajectories and sexual commitment | 32094587: A MORC-driven transcriptional switch controls Toxoplasma developmental trajectories and sexual commitment | 29788176: Cooperative binding of ApiAP2 transcription factors is crucial for the expression of virulence genes in Toxoplasma gondii. | 29788176: Cooperative binding of ApiAP2 transcription factors is crucial for the expression of virulence genes in Toxoplasma gondii. | 30728393: An experimental genetically attenuated live vaccine to prevent transmission of Toxoplasma gondii by cats.,,,
Tg,Tg_fitness · in vivo gut,fitness,"enteric, sexual cycle",gene,C,8,0.1%,,"enteric_oocyst_yield, enteric_sporulation, enteric_measurements",3 columns,separate,"PMID 28288194 PLoS Pathog (AAH1/AAH2 oocyst yield in the cat); PMID 30728393 Sci Rep (HAP2 fertilisation-deficient line sheds no sporulating oocysts); PMID 36809045 mBio (LEA cluster deletion, oocyst yield unchanged); PMID PMC12942651 Pathogens (glutaredoxin 5 reduces oocyst production and sporulation)",28288194: The aromatic amino acid hydroxylase genes AAH1 and AAH2 in Toxoplasma gondii contribute to transmission in the cat. | 30728393: An experimental genetically attenuated live vaccine to prevent transmission of Toxoplasma gondii by cats. | 36809045: Late Embryogenesis Abundant proteins contribute to the resistance of Toxoplasma gondii oocysts against environmental stresses. | PMC12942651: Loss of TGME49_227100 (Glutaredoxin 5) disrupts oocyst formation and sporulation in Toxoplasma gondii.,,,
Tg,Tg_cyst wall composition,localization,bradyzoite cyst wall,gene,C,56,0.7%,,cyst_wall_,2 columns,separate,,,,,
Tg,Tg_host protein recruitment to the vacuole,host effect,parasitophorous vacuole; tachyzoite in HFF,host_gene,A,12,100.0%,,pv_enrichment_log2,1 columns of 12 host proteins,one,"PMID 34898650 PLoS Pathog (host proteins enriched at the vacuole, by context)",34898650: Toxoplasma gondii exploits the host ESCRT machinery for parasite uptake of host cytosolic proteins.,,,
Pf,Pf_transcription · asexual blood stage,transcription,asexual blood stage,gene,A,5720,100.0%,,expr_asexual_blood,1 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE280287 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE252704 (from the GEO index, verify assay and parasite-gene shape); GSE316842 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_transcription · ring,transcription,ring,gene,A,5720,100.0%,,expr_ring,1 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE280287 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); PMID 41871101 GSE300206 (from the GEO index, verify assay and parasite-gene shape); PMID 41871101 GSE299944 (from the GEO index, verify assay and parasite-gene shape); PMID 41758949 GSE302727 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41871101: Phase separation of heterochromatin protein 1 regulates virulence gene expression in Plasmodium falciparum | 41871101: Phase separation of heterochromatin protein 1 regulates virulence gene expression in Plasmodium falciparum | 41758949: Iron deficiency protects against Plasmodium infection and drives parasite molecular reprofiling.,,,
Pf,Pf_transcription · trophozoite,transcription,trophozoite,gene,A,5720,100.0%,,"expr_early_trophozoite, expr_late_trophozoite",2 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE252704 (from the GEO index, verify assay and parasite-gene shape); GSE329814 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 41484140 GSE290545 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41484140: PbAP2-TR plays a role in regulating major transcriptomic changes from early to late trophozoite [PbAP2-TR_RNA-seq],,,
Pf,Pf_transcription · schizont,transcription,schizont,gene,A,5720,100.0%,,expr_schizont,1 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298920 (from the GEO index, verify assay and parasite-gene shape); PMID 41210950 GSE298805 (from the GEO index, verify assay and parasite-gene shape); PMID 41210950 GSE298804 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246115 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41210950: Transcription Factor 25 Modulates Gametocytogenesis in the Malaria Parasite Plasmodium falciparum [RNA-Seq] | 41210950: Transcription Factor 25 Modulates Gametocytogenesis in the Malaria Parasite Plasmodium falciparum [RNA-Seq] | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq],,,
Pf,Pf_transcription · ookinete,transcription,ookinete,gene,A,5720,100.0%,,expr_ookinete,1 columns,one,"PMID 41125888 GSE284537 (from the GEO index, verify assay and parasite-gene shape); PMID 40623036 GSE271105 (from the GEO index, verify assay and parasite-gene shape); PMID 39576115 GSE269994 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 36847501 GSE222586 (from the GEO index, verify assay and parasite-gene shape); GSE198070 (from the GEO index, verify assay and parasite-gene shape); GSE198065 (from the GEO index, verify assay and parasite-gene shape); PMID 33747980 GSE152686 (from the GEO index, verify assay and parasite-gene shape)",41125888: Mapping Plasmodium transitions and interactions in the Anopheles female | 40623036: The Serine/Threonine Protein Phosphatase 6 Is Required for Efficient Gametogenesis in Sexual-Stage Plasmodium berghei | 39576115: An inner membrane complex protein IMC1g in Plasmodium berghei plays an essential role in asexual erythrocytic proliferation and transmission | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 36847501: Single-cell transcriptomics to define Plasmodium falciparum stage-transition in the mosquito midgut | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 33747980: Pleiotropic Roles for the Plasmodium berghei RNA Binding Protein UIS12 in Anopheles Transmission and Sporogony,,,
Pf,Pf_transcription · oocyst,transcription,oocyst,gene,A,5720,100.0%,,expr_oocyst,1 columns,one,"PMID 41125888 GSE284537 (from the GEO index, verify assay and parasite-gene shape); PMID 40164831 GSE284425 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180258 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180257 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180256 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215429 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 39891010 GSE220039 (from the GEO index, verify assay and parasite-gene shape)",41125888: Mapping Plasmodium transitions and interactions in the Anopheles female | 40164831: Parasite and vector circadian clocks mediate efficient malaria transmission | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 39891010: Global gene expression of human malaria parasite liver stages throughout intrahepatocytic development,,,
