organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_S-nitrosylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_ubiquitination / SUMOylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"PXD042503 (from the PRIDE index, verify the modification and the organism); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_glycosylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_palmitoylation · asexual blood stage,PTM,asexual blood stage,gene,A,5720,100.0%,503,is_palmitoylated,1 columns,separate,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_fitness · asexual blood stage,fitness,asexual blood stage,gene,A,5385,94.1%,,piggybac_,2 columns,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_fitness · gametocyte,fitness,gametocyte,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149773 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149772 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_fitness · oxidative stress,fitness,oxidant,gene,-,0,,,,,one,,,missing,"GEO and PubMed for a pooled screen scored under oxidative challenge in P. falciparum (2026-08-19): nothing returned. piggyBac saturation mutagenesis is scored in standard culture, and the Toxoplasma arm's counterpart comes from a dedicated screen that has no malaria equivalent.",A pooled mutant screen scored under peroxide or an equivalent oxidative challenge.
Pf,Pf_stage-conversion phenotype · asexual blood stage,fitness,asexual blood stage,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_stage-conversion phenotype · liver stage,fitness,liver stage,gene,-,0,,,,,one,"PMID 40558503 GSE284527 (from the GEO index, verify assay and parasite-gene shape); GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 37349497 GSE214535 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape)",40558503: Chromatin landscape of H3K9ac and its modifier GCN5 in the malaria parasite | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37349497: Chromatin profiling of H3R2me2s in human malaria parasite | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses,,,
Pf,Pf_stage-conversion phenotype · gametocyte,fitness,gametocyte,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149773 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149772 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_drug sensitivity,fitness,compound,gene,-,0,,,,,separate,,,,,
Pf,Pf_TF binding · per factor,regulation,ChIP / CUT&RUN,gene,-,0,,,,,separate,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); PMID 41871101 GSE299944 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41871101: Phase separation of heterochromatin protein 1 regulates virulence gene expression in Plasmodium falciparum,,,
Pf,Pf_chromatin state · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,fill,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_chromatin accessibility,regulation,stages,gene,-,0,,,,,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246116 (from the GEO index, verify assay and parasite-gene shape); GSE288146 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | from the GEO index; verify assay and parasite-gene shape | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum,,,
Pf,Pf_RNA modification · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,separate,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_splicing / isoform use,regulation,stages,gene,B,1857,32.5%,,"n_transcript_models, novel_transcript_models",2 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246116 (from the GEO index, verify assay and parasite-gene shape); GSE288146 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | from the GEO index; verify assay and parasite-gene shape | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum,,,
Pf,Pf_RNA stability / half-life · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_membrane topology,localization,sequence,gene,A,5720,100.0%,5318,"n_tm, is_tm, has_signal_peptide",3 columns,one,"PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape)",38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum,,,
Pf,Pf_exposure to host cytosol,localization,"PVM, export",gene,-,0,,,,,fill,,,missing,"GEO, PRIDE and PubMed for proximity labelling at the parasitophorous vacuole membrane in P. falciparum (2026-08-19): nothing returned. The slot wants a measured exportome, and the arm's `export / PEXEL trafficking` column is a sequence model -- a prediction answering for an experiment is the substitution this slot exists to refuse.","BioID or TurboID from a PVM-anchored bait, with the labelled proteins listed."
Pf,Pf_secretome / excreted,localization,ESA,gene,C,184,3.2%,,ev_studies,1 columns,one,"PXD006925 (from the PRIDE index, verify the modification and the organism); GSE317694 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 26022315 GSE59844 (from the GEO index, verify assay and parasite-gene shape)",from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 26022315: P. falciparum Complicated Malaria: Modulation and Connectivity between Exportome and Variant Surface Gene Families,,,
Pf,Pf_co-transcription,relation,stage series,pair,A,5533,96.7%,,coexpression,"62,912 pairs",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 41484140 GSE290542 (from the GEO index, verify assay and parasite-gene shape); PMID 40148982 GSE273005 (from the GEO index, verify assay and parasite-gene shape); PMID 40148982 GSE273004 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 41484140: PbAP2-TR plays a role in regulating major transcriptomic changes from early to late trophozoite [PbAP2-TR_RNA-seq] | 40148982: m5C methyltransferase NSUN3 regulates variant gene expression and development in blood-stage Plasmodium falciparum [RNA-seq] | 40148982: m5C methyltransferase NSUN3 regulates variant gene expression and development in blood-stage Plasmodium falciparum [RNA-seq],,,
Pf,Pf_co-translation,relation,ribosome profiling,pair,B,771,13.5%,,cotranslation,"8,048 pairs",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); PMID 41419483 GSE290936 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); GSE267362 (from the GEO index, verify assay and parasite-gene shape); GSE267361 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 37493969 GSE233739 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41419483: A metabolism-chromatin axis promotes ribosome heterogeneity in the human malaria parasite [II] | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 37493969: Transcriptional profiling of primary human erythroblasts infected with Plasmodium falciparum,,,
Pf,Pf_co-fitness,relation,seven screens,pair,-,0,,,,,separate,"PMID 34593836 GSE128115 (from the GEO index, verify assay and parasite-gene shape); GSE104223 (from the GEO index, verify assay and parasite-gene shape); GSE103507 (from the GEO index, verify assay and parasite-gene shape); PMID 31045574 GSE103259 (from the GEO index, verify assay and parasite-gene shape); GSE103042 (from the GEO index, verify assay and parasite-gene shape); GSE99486 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape); PMID 28938907 GSE94273 (from the GEO index, verify assay and parasite-gene shape)","34593836: Malaria Host Pathogen Center Experiment 07A and 07B - Macaca fascicularis infected with Plasmodium knowlesi to produce and integrate clinical, hematological, parasitological, omics, telemetric and histopathological measures of acute primary infection. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 31045574: Malaria Host Pathogen Interaction Center Experiment 03: Host and parasite gene transcript abundance measures from whole blood for Macaca mulatta infected with Plasmodium coatneyi Hackeri strain from 7 time points over a 101 day study | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum | 28938907: Malaria Host Pathogen Interaction Center Experiment 04: Host and parasite gene transcript abundances, from bone marrow aspirate, of Macaca mulatta infected Plasmodium cynomolgi treated with artemether over 7 time points in a 100 day study",,,
Pf,Pf_interaction · crosslink MS,relation,measured contact,pair,C,110,1.9%,,xlms,79 pairs,one,"GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 36808528 GSE208757 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 36808528: Replication origin mapping in the malaria parasite Plasmodium falciparum | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum,,,
Pf,"Pf_interaction · IP-MS, parasite-parasite",relation,pulldown,pair,C,65,1.1%,,ip_ms,98 pairs,fill,"PXD008219 (from the PRIDE index, verify the modification and the organism); PXD008208 (from the PRIDE index, verify the modification and the organism); PXD006155 (from the PRIDE index, verify the modification and the organism)",from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism,,,
Pf,Pf_interaction · proximity labelling,relation,BioID / TurboID,gene,-,0,,,,,fill,"PMID 41460168 GSE267413 (from the GEO index, verify assay and parasite-gene shape); GSE231838 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape)",41460168: A system for functional studies of the major virulence factor of malaria parasites [WGS] | from the GEO index; verify assay and parasite-gene shape | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity,,,
Pf,Pf_interaction · structural similarity,relation,Foldseek,pair,A,1620,28.3%,,struct,"4,571 pairs",one,,,,,
Pf,Pf_interaction · with host proteins,relation,host IP-MS,pair,C,10,0.2%,,bridge:host,"10 pairs, 10 parasite gene(s)",separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); PMID 41419483 GSE290936 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape); GSE278246 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41419483: A metabolism-chromatin axis promotes ribosome heterogeneity in the human malaria parasite [II] | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_shared orthogroup,relation,OrthoMCL,pair,B,635,11.1%,,orthogroup,"1,741 pairs",one,,,,,
Pf,Pf_shared domain,relation,InterPro,pair,A,2667,46.6%,,domain,"24,123 pairs",one,,,,,
Pf,Pf_interaction degree · crosslink MS,relation,measured contact,gene,-,0,,,,,separate,"GSE278140 (from the GEO index, verify assay and parasite-gene shape); PMID 36808528 GSE208757 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 36808528: Replication origin mapping in the malaria parasite Plasmodium falciparum | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum,,,
Pf,Pf_interaction degree · IP-MS,relation,curated pulldown,gene,C,65,1.1%,,n_ip_ms_partners,1 columns,one,"PXD008219 (from the PRIDE index, verify the modification and the organism); PXD008208 (from the PRIDE index, verify the modification and the organism); PXD006155 (from the PRIDE index, verify the modification and the organism)",from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism,,,
Pf,Pf_interaction degree · structural similarity,relation,Foldseek,gene,A,5108,89.3%,,n_struct_similar,1 columns,one,,,,,
Pf,Pf_host interaction degree,host effect,curated parasite-host interactions,gene,C,117,2.0%,10,n_host_targets,1 columns,one,"GSE104223 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_downloaded-study membership,NEVER a feature,BioID / IP-MS corpus coverage,gene,-,0,,,,,separate,,,missing,"Checked against the construction rather than by searching: the Toxoplasma column counts how many DOWNLOADED interaction-study supplements name each gene, over a corpus of 97 of them parsed by `interaction_studies`. This arm has one interactome, and it already answers its own slot. Counting how many of the map's datasets measured a gene would be a different quantity wearing the same slot's name (2026-08-19).","A corpus of parsed Plasmodium interaction-study supplements, of the kind the Toxoplasma arm has, with per-study membership per gene."
