gene_id	gene_name	previous_ids	product
TGME49_294310	N/A	Previous IDs: 1868.t000133;1868.t000133;1868.t000133;1868.t000133;83.m02721;TGME49_094310;TGME49_094310;TGME49_094310;TGME49_094310;mrna.TGME49_094310A;tigr:cds.TGME49_094310A	hypothetical protein
TGME49_294320	N/A	Previous IDs: 1868.t000132;1868.t000132;1868.t000132;1868.t000132;83.m01259;TGME49_094320;TGME49_094320;TGME49_094320;TGME49_094320;TgGLEAN_0153;TgGlmHMM_0293;TgTigrScan_6037;mrna.TGME49_094320A;tigr:cds.TGME49_094320A	Oxysterol-binding protein
TGME49_294330	AMA4	Previous IDs: 1868.t000131;1868.t000131;1868.t000131;1868.t000131;83.m01260;TGME49_094330;TGME49_094330;TGME49_094330;TGME49_094330;TgGLEAN_0154;TgGlmHMM_0295;TgGlmHMM_0296;TgTigrScan_6038;TgTwinScan_0423;mrna.TGME49_094330A;tigr:cds.TGME49_094330A	apical membrane antigen AMA4
TGME49_294340	TSC6	Previous IDs: 1868.t000130;1868.t000130;1868.t000130;1868.t000130;83.m01261;TGME49_094340;TGME49_094340;TGME49_094340;TGME49_094340;TgGLEAN_0155;TgGlmHMM_0296;TgTwinScan_0424;mrna.TGME49_094340A;tigr:cds.TGME49_094340A	transverse sutures component TSC6
TGME49_294350	N/A	Previous IDs: 1868.t000129;1868.t000129;1868.t000129;1868.t000129;83.m01262;TGME49_094350;TGME49_094350;TGME49_094350;TGME49_094350;TgGLEAN_0036;TgGlmHMM_0297;TgTigrScan_6039;TgTwinScan_0425;mrna.TGME49_094350A;tigr:cds.TGME49_094350A	DEAD/DEAH box helicase domain-containing protein
TGME49_294360	N/A	Previous IDs: 1868.t000128;1868.t000128;1868.t000128;1868.t000128;83.m01263;TGME49_094360;TGME49_094360;TGME49_094360;TGME49_094360;TgGLEAN_0156;TgGlmHMM_0298;TgTigrScan_6040;TgTwinScan_0426;mrna.TGME49_094360A;tigr:cds.TGME49_094360A	ubiquitin specific protease 39 isoform 2, putative
TGME49_294370	N/A	Previous IDs: 1868.t000127;1868.t000127;1868.t000127;1868.t000127;83.m01264;TGME49_094370;TGME49_094370;TGME49_094370;TGME49_094370;TgGlmHMM_0298;TgTigrScan_6040;mrna.TGME49_094370A;tigr:cds.TGME49_094370A	hypothetical protein
TGME49_294380	TTCA	Previous IDs: 1868.t000126;1868.t000126;1868.t000126;1868.t000126;83.m01265;TGME49_094380;TGME49_094380;TGME49_094380;TGME49_094380;TgGLEAN_0157;TgGlmHMM_0298;TgTigrScan_6040;TgTwinScan_0428;mrna.TGME49_094380A;tigr:cds.TGME49_094380A	thiocytidine biosynthesis protein TTCA, putative
TGME49_294390	MLC4	Previous IDs: 1868.t000125;1868.t000125;1868.t000125;1868.t000125;83.m01266;TGME49_094390;TGME49_094390;TGME49_094390;TGME49_094390;TgGLEAN_0035;TgGlmHMM_0299;TgTigrScan_6041;TgTwinScan_0429;mrna.TGME49_094390A;tigr:cds.TGME49_094390A	myosin light chain MLC4, putative
TGME49_294400	RON2L1	Previous IDs: 1868.t000124;1868.t000124;1868.t000124;1868.t000124;83.m01266;TGME49_094400;TGME49_094400;TGME49_094400;TGME49_094400;TgGLEAN_0034;TgGlmHMM_0300;TgTigrScan_6041;TgTwinScan_0430;mrna.TGME49_094400A;tigr:cds.TGME49_094400A	rhoptry neck protein RON2L1
TGME49_294410	N/A	Previous IDs: 1868.t000123;1868.t000123;1868.t000123;1868.t000123;83.m02692;TGME49_094410;TGME49_094410;TGME49_094410;TGME49_094410;TgGLEAN_0158;TgGlmHMM_0301;TgTigrScan_6043;TgTwinScan_0431;mrna.TGME49_094410A;tigr:cds.TGME49_094410A	hypothetical protein
TGME49_294420	N/A	Previous IDs: 1868.t000122;1868.t000122;1868.t000122;1868.t000122;83.m01267;TGME49_094420;TGME49_094420;TGME49_094420;TGME49_094420;TgGLEAN_0033;TgGlmHMM_0302;TgTigrScan_6044;TgTwinScan_0432;mrna.TGME49_094420A;tigr:cds.TGME49_094420A	programmed cell death protein 2, c-terminal domain-containing protein
TGME49_294430	N/A	Previous IDs: 1868.t000121;1868.t000121;1868.t000121;1868.t000121;83.m01268;TGME49_094430;TGME49_094430;TGME49_094430;TGME49_094430;TgGLEAN_0158;TgGlmHMM_0303;TgTigrScan_6045;TgTwinScan_0433;mrna.TGME49_094430A;tigr:cds.TGME49_094430A	protein SDA1, putative
TGME49_294440	N/A	Previous IDs: 1868.t000120;1868.t000120;1868.t000120;1868.t000120;83.m01269;TGME49_094440;TGME49_094440;TGME49_094440;TGME49_094440;TgGLEAN_0031;TgGLEAN_0032;TgGlmHMM_0304;TgTigrScan_6046;TgTigrScan_6047;TgTwinScan_0434;TgTwinScan_0435;mrna.TGME49_094440A;tigr:cds.TGME49_094440A	NOL1/NOP2/sun family protein
TGME49_294550	N/A	Previous IDs: 1868.t000119;1868.t000119;1868.t000119;1868.t000119;83.m00019;TGME49_094550;TGME49_094550;TGME49_094550;TGME49_094550;TgGLEAN_0159;TgGlmHMM_0305;TgTigrScan_6048;TgTwinScan_0436;mrna.TGME49_094550A;tigr:cds.TGME49_094550A	dynein heavy chain
TGME49_294560	ROP37	Previous IDs: 1868.t000118;1868.t000118;1868.t000118;1868.t000118;83.m01271;TGME49_094560;TGME49_094560;TGME49_094560;TGME49_094560;TgGLEAN_0029;TgGlmHMM_0306;TgTigrScan_1551;TgTwinScan_0437;mrna.TGME49_094560A;tigr:cds.TGME49_094560A	rhoptry kinase family protein ROP37 (incomplete catalytic triad)
TGME49_294570	N/A	Previous IDs: 1868.t000117;1868.t000117;1868.t000117;1868.t000117;83.m01272;TGME49_094570;TGME49_094570;TGME49_094570;TGME49_094570;TgGLEAN_0160;TgGlmHMM_0307;TgTigrScan_1552;TgTwinScan_0438;mrna.TGME49_094570A;tigr:cds.TGME49_094570A	rhodanese family domain-containing protein
TGME49_294585	N/A	Previous IDs: 1868.t000116;1868.t000116;1868.t000116;1868.t000116;83.m01273;TGME49_094580;TGME49_094580;TGME49_094580;TGME49_094580;TGME49_094590;TGME49_094590;TGME49_094590;TGME49_094590;TgGLEAN_0161;TgGlmHMM_0307;TgTigrScan_1553;TgTwinScan_0439;mrna.TGME49_094580A;mrna.TGME49_094590A;tigr:cds.TGME49_094580A;tigr:cds.TGME49_094590A	hypothetical protein
TGME49_294595	N/A	Previous IDs: 1868.t000115;1868.t000115;1868.t000115;1868.t000115;TGME49_094595;TGME49_094595;TGME49_094595;TGME49_094595	EB1 domain-containing protein
TGME49_294600	N/A	Previous IDs: 1868.t000114;1868.t000114;1868.t000114;1868.t000114;83.m00008;TGME49_094600;TGME49_094600;TGME49_094600;TGME49_094600;TgGLEAN_0162;TgGlmHMM_0307;TgTigrScan_1554;TgTwinScan_0440;mrna.TGME49_094600A;tigr:cds.TGME49_094600A	Toxoplasma gondii family D protein
TGME49_294610	IMC30	Previous IDs: 1868.t000113;1868.t000113;1868.t000113;1868.t000113;83.m01275;TGME49_094610;TGME49_094610;TGME49_094610;TGME49_094610;TgGLEAN_0028;TgGlmHMM_0308;TgTigrScan_1555;TgTwinScan_0441;mrna.TGME49_094610A;tigr:cds.TGME49_094610A	inner membrane complex protein IMC30
TGME49_294620	N/A	Previous IDs: 1868.t000112;1868.t000112;1868.t000112;1868.t000112;83.m02148;TGME49_094620;TGME49_094620;TGME49_094620;TGME49_094620;TgGLEAN_0028;TgGlmHMM_0308;TgTigrScan_1555;TgTwinScan_0442;mrna.TGME49_094620A;tigr:cds.TGME49_094620A	eukaryotic initiation factor-3, subunit 8, putative
TGME49_294630	N/A	Previous IDs: 1868.t000111;1868.t000111;1868.t000111;1868.t000111;83.m01276;TGME49_094630;TGME49_094630;TGME49_094630;TGME49_094630;TgGLEAN_0164;TgGlmHMM_0309;TgTigrScan_1557;TgTwinScan_0443;mrna.TGME49_094630A;tigr:cds.TGME49_094630A	PH domain-containing protein, putative
TGME49_294640	N/A	Previous IDs: 1868.t000110;1868.t000110;1868.t000110;1868.t000110;83.m00003;TGME49_094640;TGME49_094640;TGME49_094640;TGME49_094640;TgGLEAN_0165;TgGlmHMM_0309;TgTigrScan_1557;TgTwinScan_0444;mrna.TGME49_094640A;tigr:cds.TGME49_094640A	ribonucleoside-diphosphate reductase large chain
TGME49_294670	N/A	Previous IDs: 1868.t000106;1868.t000106;1868.t000106;1868.t000106;83.m01278;TGME49_094670;TGME49_094670;TGME49_094670;TGME49_094670;TgGLEAN_0025;TgGlmHMM_0310;TgTigrScan_3380;TgTwinScan_0448;mrna.TGME49_094670A;tigr:cds.TGME49_094670A	eukaryotic translation initiation factor 3 subunit G, putative
TGME49_294680	N/A	Previous IDs: 1868.t000105;1868.t000105;1868.t000105;1868.t000105;83.m01278;TGME49_094680;TGME49_094680;TGME49_094680;TGME49_094680;TgGLEAN_0025;TgGlmHMM_0310;TgTigrScan_3380;mrna.TGME49_094680A;tigr:cds.TGME49_094680A	hypothetical protein
TGME49_294690	ROM5	Previous IDs: 1868.t000104;1868.t000104;1868.t000104;1868.t000104;83.m01279;TGME49_094690;TGME49_094690;TGME49_094690;TGME49_094690;TgGLEAN_0168;TgGlmHMM_0311;TgTigrScan_3381;TgTwinScan_0449;mrna.TGME49_094690A;tigr:cds.TGME49_094690A	rhomboid protease ROM5
TGME49_294700	N/A	Previous IDs: 1868.t000103;1868.t000103;1868.t000103;1868.t000103;83.m01280;TGME49_094700;TGME49_094700;TGME49_094700;TGME49_094700;TgGLEAN_0024;TgGlmHMM_0312;TgTigrScan_3382;TgTwinScan_0450;mrna.TGME49_094700A;tigr:cds.TGME49_094700A	polynucleotide 5'-hydroxyl-kinase
TGME49_294710	N/A	Previous IDs: 1868.t000101;1868.t000101;1868.t000101;1868.t000101;83.m01280;TGME49_094710;TGME49_094710;TGME49_094710;TGME49_094710;TgGLEAN_0023;TgGLEAN_0024;TgGlmHMM_0312;TgTigrScan_3382;TgTigrScan_3383;TgTwinScan_0451;mrna.TGME49_094710A;tigr:cds.TGME49_094710A	RNA recognition motif-containing protein
TGME49_294720	N/A	Previous IDs: 1868.t000100;1868.t000100;1868.t000100;1868.t000100;83.m01281;TGME49_094720;TGME49_094720;TGME49_094720;TGME49_094720;TgGLEAN_0169;TgGlmHMM_0313;TgTigrScan_3384;TgTwinScan_0452;mrna.TGME49_094720A;tigr:cds.TGME49_094720A	RING zinc finger protein
TGME49_294730	N/A	Previous IDs: 1868.t000099;1868.t000099;1868.t000099;1868.t000099;83.m01282;TGME49_094730;TGME49_094730;TGME49_094730;TGME49_094730;TgGLEAN_0022;TgGlmHMM_0314;TgTigrScan_3385;TgTwinScan_0453;mrna.TGME49_094730A;tigr:cds.TGME49_094730A	Sec16-like protein
TGME49_294740	N/A	Previous IDs: 1868.t000098;1868.t000098;1868.t000098;1868.t000098;83.m01283;TGME49_094740;TGME49_094740;TGME49_094740;TGME49_094740;TgGLEAN_0170;TgGlmHMM_0315;TgTigrScan_3387;TgTigrScan_3388;TgTwinScan_0454;mrna.TGME49_094740A;tigr:cds.TGME49_094740A	hypothetical protein
TGME49_294750	N/A	Previous IDs: 1868.t000097;1868.t000097;1868.t000097;1868.t000097;TGME49_094750;TGME49_094750;TGME49_094750;TGME49_094750;TgGLEAN_0021;TgGlmHMM_0316;TgTwinScan_0455;mrna.TGME49_094750A;tigr:cds.TGME49_094750A	hypothetical protein
TGME49_294760	N/A	Previous IDs: 1868.t000096;1868.t000096;1868.t000096;1868.t000096;TGME49_094760;TGME49_094760;TGME49_094760;TGME49_094760;mrna.TGME49_094760A;tigr:cds.TGME49_094760A	hypothetical protein
TGME49_294770	N/A	Previous IDs: 1868.t000095;1868.t000095;1868.t000095;1868.t000095;83.m01283;TGME49_094770;TGME49_094770;TGME49_094770;TGME49_094770;TgGLEAN_0171;TgGlmHMM_0317;TgTigrScan_3388;TgTwinScan_0456;mrna.TGME49_094770A;tigr:cds.TGME49_094770A	Armadillo/beta-catenin family repeat-containing protein
TGME49_294780	N/A	Previous IDs: 1868.t000094;1868.t000094;1868.t000094;1868.t000094;83.m00014;TGME49_094780;TGME49_094780;TGME49_094780;TGME49_094780;TgGLEAN_0020;TgGlmHMM_0318;TgTigrScan_3389;TgTwinScan_0457;mrna.TGME49_094780A;tigr:cds.TGME49_094780A	hypothetical protein
TGME49_294785	N/A	Previous IDs: 1868.t000093;1868.t000093;1868.t000093;1868.t000093;TGME49_094785;TGME49_094785;TGME49_094785;TGME49_094785	zinc finger (CCCH type) motif-containing protein
TGME49_294790	MIC19	Previous IDs: 1868.t000092;1868.t000092;1868.t000092;1868.t000092;83.m01285;TGME49_094790;TGME49_094790;TGME49_094790;TGME49_094790;TgGLEAN_0019;TgGlmHMM_0318;TgTigrScan_3390;mrna.TGME49_094790A;tigr:cds.TGME49_094790A	microneme protein MIC19
TGME49_294800	N/A	Previous IDs: 1868.t000091;1868.t000091;1868.t000091;1868.t000091;83.m00013;TGME49_094800;TGME49_094800;TGME49_094800;TGME49_094800;TgGLEAN_0018;TgGlmHMM_0319;TgTigrScan_3391;TgTwinScan_0458;mrna.TGME49_094800A;tigr:cds.TGME49_094800A	elongation factor 1-alpha (EF-1-ALPHA), putative
TGME49_294805	N/A	Previous IDs: 1868.t000090;1868.t000090;1868.t000090;1868.t000090;TGME49_094805;TGME49_094805;TGME49_094805;TGME49_094805	hypothetical protein
TGME49_294808	N/A	Previous IDs: 1868.t000089;1868.t000089;1868.t000089;1868.t000089;83.m01287;TGME49_094810;TGME49_094810;TGME49_094810;TGME49_094810;TgGLEAN_0172;TgGlmHMM_0320;TgTigrScan_3392;TgTwinScan_0459;mrna.TGME49_094810A;tigr:cds.TGME49_094810A	hypothetical protein
TGME49_294812	N/A	Previous IDs: 1868.t000088;1868.t000088;1868.t000088;1868.t000088;83.m01287;TGME49_094810;TGME49_094810;TGME49_094810;TGME49_094810;TgGLEAN_0172;TgGlmHMM_0320;TgTigrScan_3392;TgTwinScan_0459	RNA recognition motif-containing protein
TGME49_294820	N/A	Previous IDs: 1868.t000087;1868.t000087;1868.t000087;1868.t000087;83.m00010;TGME49_094820;TGME49_094820;TGME49_094820;TGME49_094820;TgGLEAN_0173;TgGlmHMM_0320;TgTigrScan_3392;TgTigrScan_3393;TgTwinScan_0460;mrna.TGME49_094820A;tigr:cds.TGME49_094820A	type I fatty acid synthase, putative
TGME49_294830	N/A	Previous IDs: 1868.t000086;1868.t000086;1868.t000086;1868.t000086;83.m01289;TGME49_094830;TGME49_094830;TGME49_094830;TGME49_094830;TgGLEAN_0017;TgGlmHMM_0321;TgTigrScan_4309;TgTwinScan_0461;mrna.TGME49_094830A;tigr:cds.TGME49_094830A	methyltransferase domain-containing protein
TGME49_294840	N/A	Previous IDs: 1868.t000085;1868.t000085;1868.t000085;1868.t000085;83.m01290;TGME49_094840;TGME49_094840;TGME49_094840;TGME49_094840;TgGLEAN_0174;TgGlmHMM_0322;TgTigrScan_4310;TgTwinScan_0462;mrna.TGME49_094840A;tigr:cds.TGME49_094840A	zinc finger (CCCH type) motif-containing protein
TGME49_294850	ALP7	Previous IDs: 1868.t000084;1868.t000084;1868.t000084;1868.t000084;83.m01292;TGME49_094850;TGME49_094850;TGME49_094850;TGME49_094850;TgGLEAN_0015;TgGLEAN_0016;TgTigrScan_4311;TgTigrScan_4312;TgTwinScan_0463;mrna.TGME49_094850A;tigr:cds.TGME49_094850A	actin-like protein ALP7
TGME49_294860	BCC0	Previous IDs: 1868.t000083;1868.t000083;1868.t000083;1868.t000083;83.m01293;TGME49_094860;TGME49_094860;TGME49_094860;TGME49_094860;TgGLEAN_0175;TgGlmHMM_0322;TgTigrScan_4313;TgTigrScan_4314;TgTwinScan_0464;mrna.TGME49_094860A;tigr:cds.TGME49_094860A	basal complex component BCC0
TGME49_294870	N/A	Previous IDs: 1868.t000082;1868.t000082;1868.t000082;1868.t000082;83.m01294;TGME49_094870;TGME49_094870;TGME49_094870;TGME49_094870;TgGLEAN_0176;TgGlmHMM_0322;TgTigrScan_4315;TgTwinScan_0465;mrna.TGME49_094870A;tigr:cds.TGME49_094870A	universal stress family protein
TGME49_294880	N/A	Previous IDs: 1868.t000081;1868.t000081;1868.t000081;1868.t000081;83.m01295;TGME49_094880;TGME49_094880;TGME49_094880;TGME49_094880;TgGLEAN_0014;TgGlmHMM_0323;TgTigrScan_4316;TgTwinScan_0466;mrna.TGME49_094880A;tigr:cds.TGME49_094880A	8-oxoguanine DNA glycosylase, N-terminal domain-containing protein
TGME49_294890	N/A	Previous IDs: 1868.t000080;1868.t000080;1868.t000080;1868.t000080;TGME49_094890;TGME49_094890;TGME49_094890;TGME49_094890;TgTwinScan_0467;mrna.TGME49_094890A;tigr:cds.TGME49_094890A	hypothetical protein
TGME49_294898	N/A	Previous IDs: 1868.t000079;1868.t000079;1868.t000079;1868.t000079;83.m01295;83.m01296;TGME49_094900;TGME49_094900;TGME49_094900;TGME49_094900;TgGLEAN_0013;TgGlmHMM_0323;TgTigrScan_4316;TgTwinScan_0468;mrna.TGME49_094900A;tigr:cds.TGME49_094900A	tetratricopeptide repeat-containing protein
TGME49_294902	N/A	Previous IDs: 1868.t000078;1868.t000078;1868.t000078;1868.t000078;83.m01295;83.m01296;TGME49_094900;TGME49_094900;TGME49_094900;TGME49_094900;TgGLEAN_0013;TgGlmHMM_0323;TgTigrScan_4316;TgTwinScan_0468	lipoate-protein ligase 2, putative
TGME49_294920	GTF2H2	Previous IDs: 1868.t000077;1868.t000077;1868.t000077;1868.t000077;83.m01298;TGME49_094920;TGME49_094920;TGME49_094920;TGME49_094920;TgGLEAN_0178;TgGlmHMM_0324;TgTigrScan_4318;TgTwinScan_0469;mrna.TGME49_094920A;tigr:cds.TGME49_094920A	general transcription factor IIH polypeptide 2 GTF2H2
TGME49_294930	N/A	Previous IDs: 1868.t000076;1868.t000076;1868.t000076;1868.t000076;83.m01299;TGME49_094930;TGME49_094930;TGME49_094930;TGME49_094930;TgGLEAN_0179;TgGlmHMM_0324;TgTigrScan_4319;TgTwinScan_0470;mrna.TGME49_094930A;tigr:cds.TGME49_094930A	leucine rich repeat-containing protein
TGME49_294940	N/A	Previous IDs: 1868.t000075;1868.t000075;1868.t000075;1868.t000075;83.m01300;TGME49_094940;TGME49_094940;TGME49_094940;TGME49_094940;TgGLEAN_0012;TgTwinScan_0471;mrna.TGME49_094940A;tigr:cds.TGME49_094940A	hypothetical protein
TGME49_294960	N/A	Previous IDs: 1868.t000074;1868.t000074;1868.t000074;1868.t000074;83.m01301;TGME49_094960;TGME49_094960;TGME49_094960;TGME49_094960;TgGLEAN_0180;TgGlmHMM_0324;TgTigrScan_4321;TgTwinScan_0472;mrna.TGME49_094960A;tigr:cds.TGME49_094960A	hypothetical protein
TGME49_294970	N/A	Previous IDs: 1868.t000073;1868.t000073;1868.t000073;1868.t000073;83.m01302;TGME49_094970;TGME49_094970;TGME49_094970;TGME49_094970;TgGLEAN_0181;TgGLEAN_0182;TgGlmHMM_0325;TgTigrScan_4322;TgTigrScan_4323;TgTwinScan_0473;mrna.TGME49_094970A;tigr:cds.TGME49_094970A	hypothetical protein
TGME49_294980	N/A	Previous IDs: 1868.t000071;1868.t000071;1868.t000071;1868.t000071;83.m00011;TGME49_094980;TGME49_094980;TGME49_094980;TGME49_094980;TgGlmHMM_0325;mrna.TGME49_094980A;tigr:cds.TGME49_094980A	hypothetical protein
TGME49_294990	N/A	Previous IDs: 1868.t000070;1868.t000070;1868.t000070;1868.t000070;83.m00011;TGME49_094990;TGME49_094990;TGME49_094990;TGME49_094990;TgGlmHMM_0325;mrna.TGME49_094990A;tigr:cds.TGME49_094990A	hypothetical protein
TGME49_295000	VPS33	Previous IDs: 1868.t000069;1868.t000069;1868.t000069;1868.t000069;83.m02143;TGME49_095000;TGME49_095000;TGME49_095000;TGME49_095000;TgGLEAN_0183;TgGlmHMM_0325;TgTigrScan_4324;TgTwinScan_0474;mrna.TGME49_095000A;tigr:cds.TGME49_095000A	vacuolar protein sorting-associated protein VPS33
TGME49_295010	N/A	Previous IDs: 1868.t000068;1868.t000068;1868.t000068;1868.t000068;83.m01304;TGME49_095010;TGME49_095010;TGME49_095010;TGME49_095010;TgGLEAN_0010;TgGlmHMM_0326;TgTigrScan_4325;TgTigrScan_4326;TgTwinScan_0475;mrna.TGME49_095010A;tigr:cds.TGME49_095010A	DEAD/DEAH box helicase domain-containing protein
TGME49_295030	N/A	Previous IDs: 1868.t000066;1868.t000066;1868.t000066;1868.t000066;83.m00012;TGME49_095030;TGME49_095030;TGME49_095030;TGME49_095030;TgGLEAN_0184;TgGlmHMM_0327;TgTigrScan_4331;TgTwinScan_0479;mrna.TGME49_095030A;tigr:cds.TGME49_095030A	hypothetical protein
TGME49_295035	N/A	Previous IDs: 1868.t000065;1868.t000065;1868.t000065;1868.t000065;TGME49_095035;TGME49_095035;TGME49_095035;TGME49_095035	hypothetical protein
TGME49_295040	N/A	Previous IDs: 1868.t000064;1868.t000064;1868.t000064;1868.t000064;83.m01307;TGME49_095040;TGME49_095040;TGME49_095040;TGME49_095040;TgGLEAN_0006;TgGlmHMM_0328;TgTigrScan_4332;TgTwinScan_0481;mrna.TGME49_095040A;tigr:cds.TGME49_095040A	HEAT repeat-containing protein
TGME49_295050	N/A	Previous IDs: 1868.t000063;1868.t000063;1868.t000063;1868.t000063;83.m01308;TGME49_095050;TGME49_095050;TGME49_095050;TGME49_095050;TgGLEAN_0185;TgGlmHMM_0329;TgTigrScan_4334;TgTwinScan_0482;mrna.TGME49_095050A;tigr:cds.TGME49_095050A	tRNA ligase class II core domain (G, H, P, S and T) domain-containing protein
TGME49_295060	N/A	Previous IDs: 1868.t000061;1868.t000061;1868.t000061;1868.t000061;83.m02717;TGME49_095060;TGME49_095060;TGME49_095060;TGME49_095060;TgTigrScan_4334;mrna.TGME49_095060A;tigr:cds.TGME49_095060A	exonuclease
TGME49_295070	N/A	Previous IDs: 1868.t000060;1868.t000060;1868.t000060;1868.t000060;83.m01309;TGME49_095070;TGME49_095070;TGME49_095070;TGME49_095070;TgGLEAN_0004;TgGLEAN_0005;TgGlmHMM_0330;TgTigrScan_4335;TgTigrScan_4336;TgTwinScan_0483;mrna.TGME49_095070A;tigr:cds.TGME49_095070A	helicase associated domain (ha2) protein
TGME49_295080	N/A	Previous IDs: 1868.t000059;1868.t000059;1868.t000059;1868.t000059;83.m02718;TGME49_095080;TGME49_095080;TGME49_095080;TGME49_095080;TgGLEAN_0186;TgGlmHMM_0331;TgTigrScan_4337;TgTwinScan_0484;mrna.TGME49_095080A;tigr:cds.TGME49_095080A	TLC domain-containing protein
TGME49_295090	N/A	Previous IDs: 1868.t000058;1868.t000058;1868.t000058;1868.t000058;83.m01310;TGME49_095090;TGME49_095090;TGME49_095090;TGME49_095090;TgGLEAN_0186;TgGlmHMM_0331;TgTigrScan_4338;TgTwinScan_0485;mrna.TGME49_095090A;tigr:cds.TGME49_095090A	oligosaccharyl transferase complex subunit, putative
TGME49_295100	N/A	Previous IDs: 1868.t000057;1868.t000057;1868.t000057;1868.t000057;83.m01311;TGME49_095100;TGME49_095100;TGME49_095100;TGME49_095100;TgGlmHMM_0331;TgTigrScan_4339;mrna.TGME49_095100A;tigr:cds.TGME49_095100A	hypothetical protein
TGME49_295105	N/A	Previous IDs: 1868.t000056;1868.t000056;1868.t000056;1868.t000056;TGME49_095105;TGME49_095105;TGME49_095105;TGME49_095105	rhoptry protein, putative
TGME49_295110	ROP7	Previous IDs: 1868.t000054;1868.t000054;1868.t000054;1868.t000054;83.m02145;TGME49_095110;TGME49_095110;TGME49_095110;TGME49_095110;TgGLEAN_0001;TgGLEAN_0002;TgGlmHMM_0332;TgTigrScan_4340;TgTigrScan_4341;TgTwinScan_0488;TgTwinScan_0489;mrna.TGME49_095110A;tigr:cds.TGME49_095110A	rhoptry protein ROP7
TGME49_295125	ROP4	Previous IDs: 1868.t000247;1868.t000247;1868.t000247;1868.t000247;TGME49_095125;TGME49_095125;TGME49_095125;TGME49_095125	rhoptry protein ROP4
TGME49_295130	N/A	Previous IDs: 1868.t000053;1868.t000053;1868.t000053;1868.t000053;TGME49_095130;TGME49_095130;TGME49_095130;TGME49_095130	hypothetical protein
TGME49_295140	N/A	Previous IDs: 1868.t000052;1868.t000052;1868.t000052;1868.t000052;TGME49_095140;TGME49_095140;TGME49_095140;TGME49_095140	1-phosphatidylinositol 4-kinase
TGME49_295300	N/A	Previous IDs: 1868.t000001;1868.t000001;1868.t000001;1868.t000001;TGME49_095300;TGME49_095300;TGME49_095300;TGME49_095300	Toxoplasma gondii family B protein
TGME49_295310	N/A	Previous IDs: 1868.t000002;1868.t000002;1868.t000002;1868.t000002;86.m00357;TGME49_095310;TGME49_095310;TGME49_095310;TGME49_095310;TgGLEAN_0212;TgGlmHMM_0336;TgTigrScan_2890;TgTwinScan_0497;mrna.TGME49_095310A;tigr:cds.TGME49_095310A	tubulin binding cofactor A protein
TGME49_295320	N/A	Previous IDs: 1868.t000003;1868.t000003;1868.t000003;1868.t000003;86.m00358;TGME49_095320;TGME49_095320;TGME49_095320;TGME49_095320;TgGLEAN_0214;TgGlmHMM_0337;TgTigrScan_2891;TgTwinScan_0498;mrna.TGME49_095320A;tigr:cds.TGME49_095320A	embryo sac development arrest EDA7, putative
TGME49_295330	N/A	Previous IDs: 1868.t000004;1868.t000004;1868.t000004;1868.t000004;86.m00360;TGME49_095330;TGME49_095330;TGME49_095330;TGME49_095330;TgGLEAN_0210;TgGLEAN_0211;TgGlmHMM_0338;TgTigrScan_2892;TgTwinScan_0499;TgTwinScan_0500;mrna.TGME49_095330A;tigr:cds.TGME49_095330A	Vps54 family protein
TGME49_295340	N/A	Previous IDs: 1868.t000005;1868.t000005;1868.t000005;1868.t000005;86.m00361;TGME49_095340;TGME49_095340;TGME49_095340;TGME49_095340;TgGLEAN_0209;TgGlmHMM_0338;TgTigrScan_2892;TgTwinScan_0501;mrna.TGME49_095340A;tigr:cds.TGME49_095340A	UV excision repair protein Rad23 protein
TGME49_295350	N/A	Previous IDs: 1868.t000006;1868.t000006;1868.t000006;1868.t000006;86.m00001;TGME49_095350;TGME49_095350;TGME49_095350;TGME49_095350;TgGLEAN_0215;TgGlmHMM_0339;TgTigrScan_2893;TgTwinScan_0502;mrna.TGME49_095350A;tigr:cds.TGME49_095350A	nucleoside diphosphate kinase, putative
TGME49_295360	IMC18	Previous IDs: 1868.t000007;1868.t000007;1868.t000007;1868.t000007;86.m00365;TGME49_095360;TGME49_095360;TGME49_095360;TGME49_095360;TgGLEAN_0207;TgGLEAN_0208;TgGlmHMM_0340;TgGlmHMM_0341;TgTigrScan_7940;TgTwinScan_0503;mrna.TGME49_095360A;tigr:cds.TGME49_095360A	inner membrane complex protein IMC18
TGME49_295370	N/A	Previous IDs: 1868.t000008;1868.t000008;1868.t000008;1868.t000008;86.m00366;TGME49_095370;TGME49_095370;TGME49_095370;TGME49_095370;TgGLEAN_0207;TgGlmHMM_0341;TgTigrScan_7940;mrna.TGME49_095370A;tigr:cds.TGME49_095370A	hypothetical protein
TGME49_295380	N/A	Previous IDs: 1868.t000009;1868.t000009;1868.t000009;1868.t000009;86.m00367;TGME49_095380;TGME49_095380;TGME49_095380;TGME49_095380;TgGLEAN_0216;TgGlmHMM_0342;TgTigrScan_7941;TgTwinScan_0504;mrna.TGME49_095380A;tigr:cds.TGME49_095380A	hypothetical protein
TGME49_295390	N/A	Previous IDs: 1868.t000010;1868.t000010;1868.t000010;1868.t000010;86.m00368;TGME49_095390;TGME49_095390;TGME49_095390;TGME49_095390;TgGLEAN_0206;TgGlmHMM_0343;TgTigrScan_7942;TgTwinScan_0505;mrna.TGME49_095390A;tigr:cds.TGME49_095390A	hypothetical protein
