Gene ID	EC numbers
TGME49_228250	N/A
TGME49_228270	N/A
TGME49_228280	N/A
TGME49_228290	3.1.1.1 (Carboxylesterase)
TGME49_228300	N/A
TGME49_228310	N/A
TGME49_228320	N/A
TGME49_228330	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_228340	N/A
TGME49_228350	N/A
TGME49_228360	5.2.1.8 (Peptidylprolyl isomerase)
TGME49_228370	N/A
TGME49_228370	N/A
TGME49_228380	N/A
TGME49_228390	N/A
TGME49_228395	N/A
TGME49_228400	N/A
TGME49_228410	6.3.2.25 (Tubulin--tyrosine ligase)
TGME49_228420	2.7.11.11 (cAMP-dependent protein kinase)
TGME49_228430	N/A
TGME49_228440	N/A
TGME49_228460	N/A
TGME49_228470	N/A
TGME49_228480	N/A
TGME49_228490	N/A
TGME49_228620	N/A
TGME49_228630	N/A
TGME49_228640	N/A
TGME49_228660	N/A
TGME49_228670	N/A
TGME49_228680	N/A
TGME49_228690	2.7.1.67 (1-phosphatidylinositol 4-kinase)
TGME49_228710	N/A
TGME49_228720	N/A
TGME49_228730	N/A
TGME49_228750	2.7.11.18 ([Myosin light-chain] kinase)
TGME49_228760	N/A
TGME49_228770	N/A
TGME49_228780	N/A
TGME49_228980	N/A
TGME49_228990	N/A
TGME49_229000	N/A
TGME49_229005	N/A
TGME49_229010	N/A
TGME49_229020	2.7.11.23 ([RNA-polymerase]-subunit kinase)
TGME49_229030	N/A
TGME49_229140	4.2.1.107 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoAhydratase)
TGME49_229150	N/A
TGME49_229160	N/A
TGME49_229170	N/A
TGME49_229180	N/A
TGME49_229190	N/A
TGME49_229200	N/A
TGME49_229210	N/A
TGME49_229220	N/A
TGME49_229230	N/A
TGME49_229240	N/A
TGME49_229250	N/A
TGME49_229260	N/A
TGME49_229270	N/A
TGME49_229280	N/A
TGME49_229290	N/A
TGME49_229300	N/A
TGME49_229310	N/A
TGME49_229320	3.1.3.18 (Phosphoglycolate phosphatase)
TGME49_229330	3.1.3.18 (Phosphoglycolate phosphatase)
TGME49_229340	N/A
TGME49_229350	N/A
TGME49_229360	2.2.1.2 (Transaldolase)
TGME49_229370	N/A
TGME49_229380	N/A
TGME49_229390	N/A
TGME49_229405	3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)
TGME49_229420	N/A
TGME49_229440	N/A
TGME49_229450	N/A
TGME49_229460	N/A
TGME49_229470	N/A
TGME49_229480	N/A
TGME49_229490	N/A
TGME49_229500	N/A
TGME49_229620	N/A
TGME49_229630	2.7.10.2 (Non-specific protein-tyrosine kinase)
TGME49_229640	N/A
TGME49_229650	N/A
TGME49_229660	N/A
TGME49_229670	N/A
TGME49_229680	N/A
TGME49_229690	N/A
TGME49_229710	N/A
TGME49_229720	N/A
TGME49_229740	N/A
TGME49_229750	N/A
TGME49_229770	N/A
TGME49_229780	2.7.1.157 (N-acetylgalactosamine kinase)
TGME49_229790	N/A
TGME49_229900	N/A
TGME49_229910	N/A
TGME49_229915	N/A
TGME49_229920	N/A
TGME49_229930	N/A
TGME49_229940	5.2.1.8 (Peptidylprolyl isomerase)
TGME49_229950	3.6.4.3 (Transferred entry: 5.6.1.1)
TGME49_229960	N/A
TGME49_229970	N/A
TGME49_229980	N/A
TGME49_229990	N/A
TGME49_230000	N/A
TGME49_230010	N/A
TGME49_230020	N/A
TGME49_230030	N/A
TGME49_230050	N/A
TGME49_230060	N/A
TGME49_230070	N/A
TGME49_230080	N/A
TGME49_230100	N/A
TGME49_230110	N/A
TGME49_230122	N/A
TGME49_230130	N/A
TGME49_230135	N/A
TGME49_230140	N/A
TGME49_230150	N/A
TGME49_230160	N/A
TGME49_230170	N/A
TGME49_230180	N/A
TGME49_230180	N/A
TGME49_230190	N/A
TGME49_230200	N/A
TGME49_230205	N/A
TGME49_230210	N/A
TGME49_230220	N/A
TGME49_230230	N/A
TGME49_230340	N/A
TGME49_230350	N/A
TGME49_230380	N/A
TGME49_230400	N/A
TGME49_230410	1.11.1.15 (Transferred entry: 1.11.1.24)
TGME49_230420	3.6.3.8 (Transferred entry: 7.2.2.10)
TGME49_230430	N/A
TGME49_230440	N/A
TGME49_230450	6.3.5.2 (GMP synthase (glutamine-hydrolyzing))
TGME49_230460	2.7.4.3 (Adenylate kinase)
TGME49_230470	2.7.11.21 (Polo kinase)
TGME49_230480	N/A
TGME49_230490	2.7.1.68 (1-phosphatidylinositol-4-phosphate 5-kinase)
TGME49_230500	N/A
TGME49_230510	N/A
TGME49_230520	5.2.1.8 (Peptidylprolyl isomerase)
TGME49_230535	N/A
TGME49_230555	4.6.1.1 (Adenylate cyclase)
TGME49_230570	N/A
TGME49_230580	N/A
TGME49_230590	2.4.1.142 (Chitobiosyldiphosphodolichol beta-mannosyltransferase)
TGME49_230610	N/A
TGME49_230630	N/A
TGME49_230640	N/A
TGME49_230650	N/A
TGME49_230690	3.1.3.4 (Phosphatidate phosphatase)
TGME49_230700	N/A
TGME49_230705	N/A
TGME49_230710	3.6.4.3 (Transferred entry: 5.6.1.1)
TGME49_230820	N/A
TGME49_230830	N/A
TGME49_230840	N/A
TGME49_230850	N/A
TGME49_230860	N/A
TGME49_230870	N/A
TGME49_230880	N/A
TGME49_230890	N/A
TGME49_230900	N/A
TGME49_230905	N/A
TGME49_230910	N/A
TGME49_230920	N/A
TGME49_230940	N/A
TGME49_230950	N/A
TGME49_230960	N/A
TGME49_230970	N/A
TGME49_230980	N/A
TGME49_230990	2.7.7.3 (Pantetheine-phosphate adenylyltransferase)
TGME49_231000	N/A
TGME49_231010	N/A
TGME49_231020	N/A
TGME49_231030	N/A
TGME49_231040	N/A
TGME49_231050	N/A
TGME49_231055	N/A
TGME49_231060	3.4.21.66 (Thermitase)
TGME49_231070	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_231080	N/A
TGME49_231090	N/A
TGME49_231100	N/A
TGME49_231110	N/A
TGME49_231120	N/A
TGME49_231125	N/A
TGME49_231130	N/A
TGME49_231140	N/A
TGME49_231150	N/A
TGME49_231160	N/A
TGME49_231170	N/A
TGME49_231175	N/A
TGME49_231180	N/A
TGME49_231190	3.6.3.16 (Transferred entry: 7.3.2.7)
TGME49_231200	N/A
TGME49_231210	N/A
TGME49_231220	N/A
TGME49_231230	N/A
TGME49_231280	N/A
TGME49_231350	2.6.1.16 (Glutamine--fructose-6-phosphate transaminase (isomerizing))
TGME49_231360	N/A
TGME49_231370	3.1.1.5 (Lysophospholipase)
TGME49_231380	N/A
TGME49_231390	N/A
TGME49_231400	N/A
TGME49_231410	N/A
TGME49_231420	N/A
TGME49_231430	2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase)
TGME49_231440	N/A
TGME49_231450	N/A
TGME49_231460	N/A
TGME49_231470	N/A
TGME49_231480	N/A
TGME49_231590	N/A
TGME49_231600	N/A
TGME49_231625	N/A
TGME49_231630	N/A
TGME49_231640	N/A
TGME49_231750	N/A
TGME49_231770	N/A
TGME49_231780	N/A
TGME49_231790	N/A
TGME49_231800	N/A
TGME49_231815	N/A
TGME49_231840	N/A
TGME49_231850	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_231860	N/A
TGME49_231865	N/A
TGME49_231870	N/A
TGME49_231880	N/A
TGME49_231890	2.3.1.41 (Beta-ketoacyl-[acyl-carrier-protein] synthase I)
TGME49_231900	1.3.8.6 (Glutaryl-CoA dehydrogenase (ETF))
TGME49_231910	3.6.3.14 (Transferred entry: 7.1.2.2)
TGME49_231920	1.1.1.153 (Sepiapterin reductase (L-erythro-7,8-dihydrobiopterin forming))
TGME49_231930	N/A
TGME49_231940	N/A
TGME49_231950	N/A
TGME49_231960	N/A
TGME49_231970	N/A
TGME49_231980	N/A
TGME49_231990	N/A
TGME49_231991	N/A
TGME49_231992	N/A
TGME49_231994	N/A
TGME49_231996	N/A
TGME49_231998	N/A
TGME49_232000	N/A
TGME49_232010	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_232020	N/A
TGME49_232030	N/A
TGME49_232040	N/A
TGME49_232050	N/A
TGME49_232060	N/A
TGME49_232070	N/A
TGME49_232080	N/A
TGME49_232085	N/A
TGME49_232090	1.1.1.157 (3-hydroxybutyryl-CoA dehydrogenase)
TGME49_232100	N/A
TGME49_232110	N/A
TGME49_232120	N/A
TGME49_232130	N/A
TGME49_232140	N/A
TGME49_232150	N/A
TGME49_232160	N/A
TGME49_232170	N/A
TGME49_232190	N/A
TGME49_232200	N/A
TGME49_232210	N/A
TGME49_232220	N/A
TGME49_232230	N/A
TGME49_232240	N/A
TGME49_232250	1.11.1.6 (Catalase)
TGME49_232260	N/A
TGME49_232270	N/A
TGME49_232280	N/A
TGME49_232290	N/A
TGME49_232300	N/A
TGME49_232310	N/A
TGME49_232320	N/A
TGME49_232340	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_232350	1.1.1.27 (L-lactate dehydrogenase)
TGME49_232360	3.1.13.4 (Poly(A)-specific ribonuclease)
TGME49_232370	N/A
TGME49_232380	N/A
TGME49_232390	6.5.1.4 (RNA 3'-terminal-phosphate cyclase (ATP))
TGME49_232400	N/A
TGME49_232410	1.8.1.8 (Protein-disulfide reductase)
TGME49_232420	N/A
TGME49_232430	N/A
TGME49_232440	N/A
TGME49_232450	N/A
TGME49_232460	N/A
TGME49_232475	N/A
TGME49_232500	N/A
TGME49_232510	N/A
TGME49_232520	N/A
TGME49_232530	N/A
TGME49_232540	1.14.13.- (With NADH or NADPH as one donor, and incorporation of one atom of oxygen.)
TGME49_232550	N/A
TGME49_232560	N/A
TGME49_232580	6.2.1.1 (Acetate--CoA ligase)
TGME49_232590	6.3.2.2 (Glutamate--cysteine ligase)
TGME49_232600	N/A
TGME49_232610	N/A
TGME49_232620	3.1.3.67 (Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase)
TGME49_232630	N/A
TGME49_232640	2.7.1.160 (2'-phosphotransferase)
TGME49_232650	N/A
TGME49_232655	N/A
TGME49_232660	N/A
TGME49_232670	N/A
TGME49_232680	N/A
TGME49_232690	N/A
TGME49_232700	N/A
TGME49_232710	N/A
TGME49_232720	N/A
TGME49_232730	2.3.1.20 (Diacylglycerol O-acyltransferase)
TGME49_232740	N/A
TGME49_232750	2.1.1.181 (23S rRNA (adenine(1618)-N(6))-methyltransferase)
TGME49_232760	N/A
TGME49_232770	N/A
TGME49_232780	N/A
TGME49_232800	N/A
TGME49_232815	N/A
TGME49_232830	N/A
TGME49_232940	N/A
TGME49_232950	N/A
TGME49_232955	N/A
TGME49_232960	N/A
TGME49_232970	N/A
TGME49_232980	N/A
TGME49_232990	N/A
TGME49_233000	N/A
TGME49_233010	2.7.11.24 (Mitogen-activated protein kinase)
TGME49_233020	N/A
TGME49_233030	N/A
TGME49_233040	3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)
TGME49_233080	N/A
TGME49_233090	N/A
TGME49_233100	N/A
TGME49_233110	1.1.1.205 (IMP dehydrogenase)
TGME49_233120	N/A
TGME49_233130	N/A
TGME49_233140	3.6.1.23 (dUTP diphosphatase)
TGME49_233160	N/A
TGME49_233170	N/A
TGME49_233180	N/A
TGME49_233190	N/A
TGME49_233200	N/A
TGME49_233210	N/A
TGME49_233220	N/A
TGME49_233230	N/A
TGME49_233245	N/A
TGME49_233260	N/A
TGME49_233270	N/A
TGME49_233280	N/A
TGME49_233290	N/A
TGME49_233300	N/A
TGME49_233310	3.4.11.9 (Xaa-Pro aminopeptidase)
TGME49_233315	N/A
TGME49_233320	N/A
TGME49_233330	N/A
TGME49_233340	N/A
TGME49_233350	N/A
TGME49_233360	N/A
TGME49_233370	N/A
TGME49_233380	N/A
TGME49_233390	N/A
TGME49_233400	2.7.4.3 (Adenylate kinase)
TGME49_233405	N/A
TGME49_233410	N/A
TGME49_233430	N/A
TGME49_233450	N/A
TGME49_233460	N/A
TGME49_233470	N/A
TGME49_233480	N/A
TGME49_233490	N/A
TGME49_233500	5.3.1.1 (Triose-phosphate isomerase)
TGME49_233520	3.6.1.15 (Nucleoside-triphosphate phosphatase)
TGME49_233530	N/A
TGME49_233540	N/A
TGME49_233550	N/A
TGME49_233610	N/A
TGME49_233670	N/A
TGME49_233680	N/A
TGME49_233695	N/A
TGME49_233702	N/A
TGME49_233710	N/A
TGME49_233720	N/A
TGME49_233735	N/A
TGME49_233760	N/A
TGME49_233770	3.6.3.8 (Transferred entry: 7.2.2.10)
TGME49_233780	N/A
TGME49_233790	2.7.11.11 (cAMP-dependent protein kinase)
TGME49_233792	N/A
TGME49_233810	N/A
TGME49_233820	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_233830	N/A
TGME49_233850	N/A
TGME49_233860	6.1.1.19 (Arginine--tRNA ligase)
TGME49_233870	N/A
TGME49_233880	N/A
TGME49_233890	N/A
TGME49_233905	2.7.11.18 ([Myosin light-chain] kinase)
TGME49_233920	N/A
TGME49_233925	N/A
TGME49_233930	3.1.13.4 (Poly(A)-specific ribonuclease)
TGME49_233940	N/A
TGME49_233950	N/A
TGME49_233960	N/A
TGME49_234060	N/A
TGME49_234165	N/A
TGME49_234180	N/A
TGME49_234190	2.1.2.1 (Glycine hydroxymethyltransferase)
TGME49_234200	N/A
TGME49_234220	N/A
TGME49_234230	N/A
TGME49_234250	N/A
TGME49_234270	N/A
TGME49_234280	3.5.4.6 (AMP deaminase)
TGME49_234300	N/A
TGME49_234310	N/A
TGME49_234340	N/A
TGME49_234350	N/A
TGME49_234360	5.99.1.2 (Transferred entry: 5.6.2.1)
TGME49_234370	N/A
TGME49_234375	N/A
TGME49_234380	N/A
TGME49_234390	N/A
TGME49_234400	N/A
TGME49_234420	3.6.1.3 (Adenosinetriphosphatase)
TGME49_234430	N/A
TGME49_234440	2.6.1.57 (Aromatic-amino-acid transaminase)
TGME49_234450	N/A
TGME49_234450	N/A
TGME49_234460	N/A
TGME49_234470	N/A
TGME49_234490	N/A
TGME49_234505	6.1.1.20 (Phenylalanine--tRNA ligase)
TGME49_234507	N/A
TGME49_234510	N/A
TGME49_234520	N/A
TGME49_234530	N/A
TGME49_234540	N/A
TGME49_234550	N/A
TGME49_234560	N/A
TGME49_234570	1.1.1.35 (3-hydroxyacyl-CoA dehydrogenase);2.3.1.176 (Propanoyl-CoA C-acyltransferase)
TGME49_234580	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_234590	N/A
TGME49_234600	N/A
TGME49_234610	N/A
TGME49_234617	N/A
TGME49_234622	N/A
TGME49_234640	N/A
TGME49_234660	N/A
TGME49_234670	N/A
TGME49_234680	N/A
TGME49_234690	N/A
TGME49_234900	N/A
TGME49_234930	N/A
TGME49_234940	N/A
TGME49_234950	N/A
TGME49_234970	2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.24 (Mitogen-activated protein kinase)
TGME49_234980	N/A
TGME49_234990	N/A
TGME49_235000	2.4.2.28 (S-methyl-5'-thioadenosine phosphorylase)
TGME49_235010	N/A
TGME49_235020	2.3.1.48 (Histone acetyltransferase)
TGME49_235130	N/A
TGME49_235140	N/A
TGME49_235150	N/A
TGME49_235160	N/A
TGME49_235170	N/A
TGME49_235200	3.4.21.27 (Coagulation factor XIa)
TGME49_235315	3.4.21.27 (Coagulation factor XIa)
TGME49_235340	N/A
TGME49_235350	N/A
TGME49_235360	N/A
TGME49_235370	N/A
TGME49_235380	N/A
TGME49_235390	3.4.21.27 (Coagulation factor XIa)
TGME49_235398	N/A
TGME49_235402	N/A
TGME49_235420	N/A
TGME49_235430	N/A
TGME49_235440	N/A
TGME49_235450	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
TGME49_235470	N/A
TGME49_235478	2.7.1.33 (Pantothenate kinase)
TGME49_235490	N/A
TGME49_235540	N/A
TGME49_235550	N/A
TGME49_235560	N/A
TGME49_235580	N/A
TGME49_235590	N/A
TGME49_235600	N/A
TGME49_235610	3.6.4.3 (Transferred entry: 5.6.1.1)
TGME49_235620	2.5.1.46 (Deoxyhypusine synthase)
TGME49_235630	N/A
TGME49_235635	N/A
TGME49_235640	2.1.2.9 (Methionyl-tRNA formyltransferase)
TGME49_235650	N/A
TGME49_235660	N/A
TGME49_235670	N/A
TGME49_235680	3.4.24.64 (Mitochondrial processing peptidase)
TGME49_235690	N/A
TGME49_235700	3.1.3.37 (Sedoheptulose-bisphosphatase)
TGME49_235710	N/A
TGME49_235720	N/A
TGME49_235730	N/A
TGME49_235740	N/A
TGME49_235750	2.7.11.17 (Calcium/calmodulin-dependent protein kinase)
TGME49_235860	3.4.21.66 (Thermitase)
TGME49_235880	N/A
TGME49_235890	N/A
TGME49_235905	3.1.26.11 (Ribonuclease Z)
TGME49_235920	N/A
TGME49_235930	N/A
TGME49_235950	3.4.21.66 (Thermitase)
TGME49_235960	N/A
TGME49_235970	2.7.7.4 (Sulfate adenylyltransferase)
TGME49_235980	N/A
TGME49_235990	N/A
TGME49_236000	N/A
TGME49_236010	1.8.3.5 (Prenylcysteine oxidase)
TGME49_236020	N/A
TGME49_236030	N/A
TGME49_236040	4.1.2.13 (Fructose-bisphosphate aldolase)
TGME49_236050	4.1.2.13 (Fructose-bisphosphate aldolase)
TGME49_236060	N/A
TGME49_236070	1.5.1.2 (Pyrroline-5-carboxylate reductase)
TGME49_236080	N/A
TGME49_236110	N/A
TGME49_236120	N/A
TGME49_236130	N/A
TGME49_236140	N/A
TGME49_236150	N/A
TGME49_236153	N/A
TGME49_236158	N/A
TGME49_236160	N/A
TGME49_236190	N/A
TGME49_236200	N/A
TGME49_236210	3.4.24.64 (Mitochondrial processing peptidase)
TGME49_236220	N/A
TGME49_236230	N/A
TGME49_236240	2.7.11.25 (Mitogen-activated protein kinase kinase kinase)
TGME49_236250	N/A
TGME49_236260	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_236270	N/A
TGME49_236280	N/A
TGME49_236290	N/A
TGME49_236400	N/A
TGME49_236510	N/A
TGME49_236520	N/A
TGME49_236530	N/A
TGME49_236540	N/A
TGME49_236550	N/A
TGME49_236560	N/A
TGME49_236570	4.1.1.18 (Lysine decarboxylase)
TGME49_236580	N/A
TGME49_236595	N/A
TGME49_236620	N/A
TGME49_236630	N/A
TGME49_236635	N/A
TGME49_236640	N/A
TGME49_236650	N/A
TGME49_236660	N/A
TGME49_236670	N/A
TGME49_236780	N/A
TGME49_236790	N/A
TGME49_236800	N/A
TGME49_236810	N/A
TGME49_236820	N/A
TGME49_236830	N/A
TGME49_236840	N/A
TGME49_236850	N/A
TGME49_236860	3.6.3.8 (Transferred entry: 7.2.2.10)
TGME49_236870	N/A
TGME49_236880	N/A
TGME49_236890	N/A
TGME49_236900	N/A
TGME49_236910	N/A
TGME49_236920	N/A
TGME49_236930	N/A
TGME49_236940	N/A
TGME49_236950	N/A
TGME49_236960	N/A
TGME49_236970	N/A
TGME49_236975	N/A
TGME49_237000	N/A
TGME49_237010	N/A
TGME49_237015	N/A
TGME49_237020	3.1.13.4 (Poly(A)-specific ribonuclease)
TGME49_237045	N/A
TGME49_237070	N/A
TGME49_237080	N/A
TGME49_237090	N/A
TGME49_237100	N/A
TGME49_237110	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_237120	N/A
TGME49_237130	N/A
TGME49_237140	N/A
TGME49_237150	N/A
TGME49_237160	N/A
TGME49_237170	N/A
TGME49_237180	N/A
TGME49_237190	N/A
TGME49_237195	N/A
TGME49_237200	1.14.-.- (Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2).)
TGME49_237210	2.7.10.1 (Receptor protein-tyrosine kinase)
TGME49_237220	N/A
TGME49_237230	N/A
TGME49_237240	N/A
TGME49_237250	N/A
TGME49_237260	N/A
TGME49_237270	N/A
TGME49_237280	N/A
TGME49_237290	N/A
TGME49_237410	N/A
TGME49_237450	N/A
TGME49_237460	N/A
TGME49_237470	2.1.2.10 (Aminomethyltransferase)
TGME49_237480	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_237490	N/A
TGME49_237500	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_237510	N/A
TGME49_237520	N/A
TGME49_237530	N/A
TGME49_237550	N/A
TGME49_237560	N/A
TGME49_237570	N/A
TGME49_237585	N/A
TGME49_237595	N/A
TGME49_237600	N/A
TGME49_237700	N/A
TGME49_237800	N/A
TGME49_237810	N/A
TGME49_237820	N/A
TGME49_237830	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_237835	N/A
TGME49_237840	N/A
TGME49_237860	2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.18 ([Myosin light-chain] kinase)
TGME49_237870	N/A
TGME49_237880	N/A
TGME49_237890	2.7.11.18 ([Myosin light-chain] kinase)
TGME49_237893	N/A
TGME49_237894	N/A
TGME49_237900	N/A
TGME49_238000	5.2.1.8 (Peptidylprolyl isomerase)
TGME49_238010	N/A
TGME49_238020	N/A
TGME49_238040	5.3.4.1 (Protein disulfide-isomerase)
TGME49_238050	N/A
TGME49_238060	N/A
TGME49_238070	N/A
TGME49_238080	N/A
TGME49_238100	N/A
TGME49_238110	N/A
TGME49_238130	N/A
TGME49_238140	N/A
TGME49_238150	N/A
TGME49_238160	N/A
TGME49_238165	N/A
TGME49_238170	N/A
TGME49_238180	N/A
TGME49_238190	2.7.7.6 (DNA-directed RNA polymerase)
TGME49_238200	3.1.1.3 (Triacylglycerol lipase)
TGME49_238210	N/A
TGME49_238220	N/A
TGME49_238230	N/A
TGME49_238240	N/A
TGME49_238250	N/A
TGME49_238260	N/A
TGME49_238270	N/A
TGME49_238380	N/A
TGME49_238390	N/A
TGME49_238400	3.1.3.36 (Phosphoinositide 5-phosphatase)
TGME49_238410	N/A
TGME49_238420	N/A
TGME49_238440	N/A
TGME49_238450	N/A
TGME49_238460	N/A
TGME49_238470	N/A
TGME49_238480	N/A
TGME49_238490	N/A
TGME49_238500	N/A
TGME49_238505	N/A
TGME49_238510	N/A
TGME49_238520	N/A
TGME49_238530	N/A
TGME49_238850	N/A
TGME49_238860	N/A
TGME49_238870	N/A
TGME49_238880	N/A
TGME49_238895	N/A
TGME49_238915	N/A
TGME49_238930	N/A
TGME49_238940	4.2.1.47 (GDP-mannose 4,6-dehydratase)
TGME49_238950	1.14.19.1 (Stearoyl-CoA 9-desaturase)
TGME49_238960	N/A
TGME49_238970	N/A
TGME49_238980	N/A
TGME49_238995	N/A
TGME49_239010	N/A
TGME49_239020	3.6.3.42 (Transferred entry: 7.5.2.3);3.6.3.44 (Transferred entry: 7.6.2.2)
TGME49_239030	N/A
TGME49_239040	N/A
TGME49_239050	N/A
TGME49_239070	N/A
TGME49_239080	N/A
TGME49_239083	N/A
TGME49_239087	N/A
TGME49_239090	N/A
TGME49_239100	N/A
TGME49_239130	2.7.11.25 (Mitogen-activated protein kinase kinase kinase)
TGME49_239250	2.7.1.107 (Diacylglycerol kinase (ATP))
TGME49_239260	N/A
TGME49_239270	N/A
TGME49_239290	N/A
TGME49_239300	N/A
TGME49_239310	5.3.1.6 (Ribose-5-phosphate isomerase)
TGME49_239320	N/A
TGME49_239330	N/A
TGME49_239340	N/A
TGME49_239350	N/A
TGME49_239365	N/A
TGME49_239400	N/A
TGME49_239410	N/A
TGME49_239420	2.7.11.17 (Calcium/calmodulin-dependent protein kinase);2.7.11.18 ([Myosin light-chain] kinase)
TGME49_239430	N/A
TGME49_239440	2.7.11.22 (Cyclin-dependent kinase)
TGME49_239450	N/A
TGME49_239475	N/A
TGME49_239480	3.1.13.1 (Exoribonuclease II)
TGME49_239490	1.2.4.4 (3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring))
TGME49_239500	3.4.25.1 (Proteasome endopeptidase complex)
TGME49_239510	N/A
TGME49_239520	N/A
TGME49_239540	N/A
TGME49_239550	N/A
TGME49_239560	N/A
TGME49_239570	N/A
TGME49_239580	N/A
TGME49_239590	N/A
TGME49_239600	N/A
TGME49_239610	N/A
TGME49_239620	3.1.3.5 (5'-nucleotidase)
TGME49_239630	3.5.4.5 (Cytidine deaminase)
TGME49_239640	N/A
TGME49_239650	N/A
TGME49_239660	N/A
TGME49_239670	N/A
TGME49_239680	N/A
TGME49_239690	N/A
TGME49_239700	N/A
TGME49_239710	5.4.2.8 (Phosphomannomutase)
TGME49_239720	N/A
TGME49_239730	N/A
TGME49_239740	N/A
TGME49_239748	N/A
TGME49_239752	N/A
TGME49_239755	N/A
TGME49_239760	N/A
TGME49_239770	N/A
TGME49_239780	N/A
TGME49_239790	N/A
TGME49_239795	N/A
TGME49_239800	N/A
TGME49_239810	N/A
TGME49_239820	1.1.1.95 (Phosphoglycerate dehydrogenase)
TGME49_239830	N/A
TGME49_239855	N/A
TGME49_239870	N/A
TGME49_239880	N/A
TGME49_239885	N/A
TGME49_239890	N/A
TGME49_239910	2.7.11.22 (Cyclin-dependent kinase)
TGME49_239930	N/A
TGME49_240050	N/A
TGME49_240060	N/A
TGME49_240070	N/A
TGME49_240080	N/A
TGME49_240090	2.7.11.16 ([G-protein-coupled receptor] kinase)
TGME49_240200	N/A
TGME49_240210	N/A
TGME49_240220	N/A
TGME49_240230	N/A
TGME49_240240	3.4.21.62 (Subtilisin)
TGME49_240243	N/A
TGME49_240250	N/A
TGME49_240255	N/A
TGME49_240260	N/A
TGME49_240270	N/A
TGME49_240280	N/A
TGME49_240300	N/A
TGME49_240310	N/A
TGME49_240325	N/A
TGME49_240330	N/A
TGME49_240340	N/A
TGME49_240350	N/A
TGME49_240360	N/A
TGME49_240365	N/A
TGME49_240370	N/A
TGME49_240380	N/A
TGME49_240390	2.7.11.18 ([Myosin light-chain] kinase)
TGME49_240400	N/A
TGME49_240410	2.7.12.2 (Mitogen-activated protein kinase kinase)
TGME49_240430	N/A
TGME49_240440	N/A
TGME49_240450	N/A
TGME49_240460	N/A
TGME49_240470	N/A
TGME49_240480	N/A
TGME49_240490	N/A
TGME49_240500	N/A
TGME49_240510	N/A
TGME49_240520	N/A
TGME49_240525	N/A
TGME49_240530	N/A
TGME49_240540	N/A
TGME49_240550	1.9.3.1 (Transferred entry: 7.1.1.9)
TGME49_240560	2.5.1.18 (Glutathione transferase)
TGME49_240570	N/A
TGME49_240575	5.99.1.3 (Transferred entry: 5.6.2.2)
TGME49_240580	N/A
TGME49_240590	2.7.7.6 (DNA-directed RNA polymerase)
TGME49_240600	N/A
TGME49_240610	N/A
TGME49_240620	N/A
TGME49_240630	2.7.11.17 (Calcium/calmodulin-dependent protein kinase)
TGME49_240640	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_240650	2.3.1.48 (Histone acetyltransferase)
TGME49_240660	N/A
TGME49_240670	N/A
TGME49_240680	N/A
TGME49_240690	2.5.1.6 (Methionine adenosyltransferase)
TGME49_240700	N/A
TGME49_240710	N/A
TGME49_240730	N/A
TGME49_240740	N/A
TGME49_240755	N/A
TGME49_240770	N/A
TGME49_240780	N/A
TGME49_240790	N/A
TGME49_240800	N/A
TGME49_240810	N/A
TGME49_240830	N/A
TGME49_240840	N/A
TGME49_240850	N/A
TGME49_240860	2.3.1.51 (1-acylglycerol-3-phosphate O-acyltransferase)
TGME49_240870	N/A
TGME49_240880	N/A
TGME49_240890	2.7.1.90 (Diphosphate--fructose-6-phosphate 1-phosphotransferase)
TGME49_240900	N/A
TGME49_240910	N/A
TGME49_240920	N/A
TGME49_240930	N/A
TGME49_240940	N/A
TGME49_240950	N/A
TGME49_240960	N/A
TGME49_240970	N/A
TGME49_240980	N/A
TGME49_240990	N/A
TGME49_241000	N/A
TGME49_241010	N/A
TGME49_241130	N/A
TGME49_241140	N/A
TGME49_241150	N/A
TGME49_241155	N/A
TGME49_241160	N/A
TGME49_241165	N/A
