gene_id	utr5_length	utr5_n_uaugs	utr5_n_uorfs	utr5_n_oorfs	utr5_n_inframe_ext	utr5_kozak_score
TGME49_223840	1227	17	15	2	0	0.5915768114
TGME49_223845	981	7	7	0	0	0.7835488123
TGME49_223880	1606	16	16	0	0	0.546500459
TGME49_223910	1576	15	15	0	0	0.9132929132
TGME49_223920	611	8	8	0	0	0.9196011684
TGME49_223930	712	3	3	0	0	0.9903095878
TGME49_223940	496	1	1	0	0	0.6559591232
TGME49_223950	1141	9	9	0	0	0.8563062879
TGME49_223960	789	3	3	0	0	0.938790331
TGME49_223970	268	4	3	1	0	0.4092777367
TGME49_223985	2108	24	24	0	0	0.8443868558
TGME49_224000	1188	4	4	0	0	0.5420190915
TGME49_224020	419	1	1	0	0	0.8502260152
TGME49_224030	759	3	3	0	0	0.4175983284
TGME49_224050	855	6	5	1	0	0.8571985875
TGME49_224060	271	1	1	0	0	0.9779100634
TGME49_224070	715	4	3	1	0	0.815761551
TGME49_224090	811	2	2	0	0	0.5522438102
TGME49_224110	269	1	1	0	0	0.8925004019
TGME49_224130	152	0				0.9386872231
TGME49_224140	106	1	0	1	0	0.615432717
TGME49_224170	267	2	0	2	0	0.6257088918
TGME49_224190	1485	9	9	0	0	0.3585975729
TGME49_224200	567	6	4	2	0	0.7483376432
TGME49_224205	799	1	1	0	0	0.8212917851
TGME49_224210	551	2	2	0	0	0.6224914141
TGME49_224220	1870	8	8	0	0	0.6795691485
TGME49_224235	578	7	5	2	0	0.8837707916
TGME49_224240	1044	4	4	0	0	0.4815938661
TGME49_224260	1953	10	10	0	0	0.9303249065
TGME49_224270	1892	23	22	1	0	0.5804936916
TGME49_224275	642	11	10	1	0	0.4181266402
TGME49_224280	645	7	7	0	0	0.9718643828
TGME49_224290	560	4	4	0	0	0.6622174097
TGME49_224310	1179	5	5	0	0	0.7566789976
TGME49_224330	842	1	1	0	0	0.6568821838
TGME49_224340	312	1	0	1	0	0.8046491781
TGME49_224350	723	3	2	0	1	0.3771917915
TGME49_224460	560	1	1	0	0	0.3864401357
TGME49_224470	346	7	6	1	0	0.8908211877
TGME49_224480	1807	7	7	0	0	0.8249669937
TGME49_224490	385	1	1	0	0	0.9514353726
TGME49_224510	669	6	5	1	0	0.957872166
TGME49_224520	277	0				0.7589876846
TGME49_224530	574	2	2	0	0	0.7437928543
TGME49_224540	1308	10	10	0	0	0.6749310002
TGME49_224570	101	1	0	1	0	0.6579699912
TGME49_224575	251	4	1	3	0	0.3435917379
TGME49_224580	734	5	5	0	0	0.8778181394
TGME49_224590	808	1	1	0	0	0.4392131073
TGME49_224600	1544	4	4	0	0	0.8846038607
TGME49_224610	925	6	6	0	0	0.7344131919
TGME49_224620	1376	15	15	0	0	0.8134147219
TGME49_224630	1196	25	24	1	0	0.5811722567
TGME49_224650	436	3	3	0	0	0.8959122929
TGME49_224660	1074	13	12	1	0	0.5181161607
TGME49_224670	953	14	14	0	0	0.4342993803
TGME49_224680	1497	23	19	3	1	0.9127744407
TGME49_224700	1298	16	14	2	0	0.7398190106
TGME49_224720	802	6	6	0	0	0.9071095228
TGME49_224730	937	6	6	0	0	0.6166260594
TGME49_224740	586	1	0	1	0	0.8840471535
TGME49_224800	674	4	4	0	0	0.5265841692
TGME49_224820	346	1	1	0	0	0.8574039245
TGME49_224840	1324	17	10	7	0	0.4875904661
TGME49_224850	3271	28	28	0	0	0.8464294638
TGME49_224860	3305	57	57	0	0	0.8795921454
TGME49_224870	792	9	7	2	0	0.7214829312
TGME49_224880	1328	18	16	2	0	0.903806517
TGME49_224890	1007	16	16	0	0	0.6043797108
TGME49_224900	393	4	2	2	0	0.8655208016
TGME49_224910	680	1	1	0	0	0.5533749573
TGME49_224920	1452	17	17	0	0	0.645156037
TGME49_224935	1998	39	39	0	0	0.4397921915
TGME49_224950	1806	9	9	0	0	0.6394235226
TGME49_224960	975	4	4	0	0	0.6013630922
TGME49_224970	951	4	4	0	0	0.8946105561
TGME49_224980	618	2	2	0	0	0.6362183908
TGME49_224990	638	4	4	0	0	0.7750893544
TGME49_225000	2454	14	14	0	0	0.5294376186
TGME49_225005	121	0				0.6764700417
TGME49_225010	1033	3	3	0	0	0.6054724515
TGME49_225020	729	8	8	0	0	0.5910155873
TGME49_225050	243	0				0.9186277048
TGME49_225060	426	2	2	0	0	0.8477115292
TGME49_225080	159	1	1	0	0	0.9171273996
TGME49_225090	919	4	3	1	0	0.7583261094
TGME49_225105	371	1	0	1	0	0.7475006234
TGME49_225108	342	0				0.5893588941
TGME49_225110	1287	7	7	0	0	0.9699995077
TGME49_225120	372	6	6	0	0	0.856496205
TGME49_225125	622	0				0.6738990467
TGME49_225130	652	7	6	1	0	0.5249765692
TGME49_225150	317	5	5	0	0	0.7449608505
TGME49_225160	127	2	0	1	1	0.8508550707
TGME49_225170	1770	21	20	1	0	0.896127282
TGME49_225190	271	1	1	0	0	0.8434716176
TGME49_225200	613	5	4	1	0	0.9432911941
TGME49_225220	966	10	10	0	0	0.9884236967
TGME49_225230	1846	16	16	0	0	0.7008222153
TGME49_225240	445	6	6	0	0	0.8721316929
TGME49_225250	740	8	7	1	0	0.8067127294
TGME49_225260	1026	10	9	1	0	0.660172941
TGME49_225270	462	5	5	0	0	0.5917517616
TGME49_225300	771	8	8	0	0	0.8293804693
TGME49_225310	148	1	1	0	0	0.3287890487
TGME49_225320	550	11	11	0	0	0.5947689955
TGME49_225330	406	2	1	1	0	0.5896230872
TGME49_225340	1006	7	6	1	0	0.3965695326
TGME49_225350	402	9	9	0	0	0.7494288771
TGME49_225360	441	4	4	0	0	0.8838942889
TGME49_225380	1254	17	17	0	0	0.8514251537
TGME49_225410	843	8	7	1	0	0.6185880527
TGME49_225420	307	3	2	1	0	0.91825705
TGME49_225430	813	8	6	2	0	0.9615125149
TGME49_225435	398	10	7	1	2	0.3788756101
TGME49_225450	290	3	2	0	1	0.5952653938
TGME49_225470	1005	13	13	0	0	0.7304887684
TGME49_225480	1932	35	33	2	0	0.3291505544
TGME49_225490	1280	14	14	0	0	0.6170380463
TGME49_225500	1097	13	12	1	0	0.8823908281
TGME49_225510	1120	14	14	0	0	0.8307789174
TGME49_225530	1153	12	12	0	0	0.865274776
TGME49_225540	336	2	2	0	0	0.8065692236
TGME49_225550	1635	8	7	1	0	0.3240813944
TGME49_225555	180	2	2	0	0	0.8542542824
TGME49_225560	686	10	9	1	0	0.8289987186
TGME49_225580	786	17	16	1	0	0.910418063
TGME49_225680						
TGME49_225690	929	5	5	0	0	0.9790942304
TGME49_225710	689	2	2	0	0	0.8067810335
TGME49_225720	600	7	7	0	0	0.8081123729
TGME49_225730	415	1	1	0	0	0.8445941427
TGME49_225745	1383	13	13	0	0	0.7490857994
TGME49_225770	1070	8	8	0	0	0.6556687968
TGME49_225780	1234	14	14	0	0	0.8812847489
TGME49_225790	327	2	2	0	0	0.8778181394
TGME49_225800	814	10	8	2	0	0.9047625891
TGME49_225810	516	5	5	0	0	0.8242742717
TGME49_225820	754	7	7	0	0	0.4105638883
TGME49_225830	636	9	7	2	0	0.5274356188
TGME49_225840	1341	11	11	0	0	0.8331421999
TGME49_225850	436	1	1	0	0	0.5111001911
TGME49_225860	981	8	8	0	0	0.4217548542
TGME49_225870	560	10	8	2	0	0.7198375132
TGME49_225880	243	1	0	1	0	0.8427770968
TGME49_225890	714	6	6	0	0	0.8314519572
TGME49_225900	1331	7	6	1	0	0.794305525
TGME49_225910	627	4	4	0	0	0.7625564029
TGME49_225920	998	8	7	1	0	0.8982579403
TGME49_225930	81	0				0.9507094219
TGME49_225940	268	1	1	0	0	0.6201945525
TGME49_225960	486	5	4	1	0	0.6817808016
TGME49_225970	1091	4	4	0	0	0.8194475083
TGME49_225980	237	2	1	1	0	0.4174620238
TGME49_225990	1147	11	11	0	0	0.815596574
TGME49_226000	445	4	4	0	0	0.7281266759
TGME49_226010	336	6	6	0	0	0.8447314271
TGME49_226020	628	6	6	0	0	0.9409049223
TGME49_226030	410	2	2	0	0	0.5925929689
TGME49_226040	1305	10	9	1	0	0.9225190232
TGME49_226050	565	6	4	2	0	0.3619098815
TGME49_226060	427	2	2	0	0	0.7471639232
TGME49_226068	684	2	2	0	0	0.9096344168
TGME49_226072	372	1	1	0	0	0.3526364139
TGME49_226080	1272	3	2	1	0	0.8813866326
TGME49_226220	770	9	9	0	0	0.6485752822
TGME49_226230	1438	22	22	0	0	0.8173245195
TGME49_226240	319	4	4	0	0	0.8872739772
TGME49_226250	451	0				0.5201396808
TGME49_226260	757	12	12	0	0	0.5871090017
TGME49_226270	761	4	3	1	0	0.59626313
TGME49_226280	678	10	8	2	0	0.9090281312
TGME49_226290	860	9	9	0	0	0.7019570871
TGME49_226310	1392	23	21	2	0	0.9062462051
TGME49_226320	1108	11	11	0	0	0.337985896
TGME49_226330	527	12	12	0	0	0.7689628352
TGME49_226340	435	1	0	1	0	0.5336422994
TGME49_226350	1388	8	8	0	0	0.8590803909
TGME49_226370	1184	12	12	0	0	0.8778886816
TGME49_226380	325	4	3	1	0	0.5944349728
TGME49_226390	674	9	8	1	0	0.650564255
TGME49_226400	1146	6	6	0	0	0.9829031407
TGME49_226410	111	0				0.9564323462
TGME49_226420	470	4	3	1	0	0.6873361234
TGME49_226430	478	2	2	0	0	0.8968192079
TGME49_226440	538	9	9	0	0	0.6578689766
TGME49_226470	1791	24	19	2	3	0.4393595182
TGME49_226500	2201	39	35	4	0	0.813079632
TGME49_226510	1563	13	13	0	0	0.8361585139
TGME49_226515	1595	24	23	1	0	0.8147738047
TGME49_226520	483	7	6	1	0	0.777187127
TGME49_226532	179	1	0	1	0	0.4445291173
TGME49_226540	887	7	4	3	0	0.6397403708
TGME49_226550	301	5	5	0	0	0.81635559
TGME49_226560	371	4	3	1	0	0.7559180469
TGME49_226565	273	5	4	1	0	0.4168310344
TGME49_226570	84	0				0.6171295044
TGME49_226580	282	3	3	0	0	0.790803318
TGME49_226590	380	2	1	0	1	0.8082311117
TGME49_226600	1220	11	11	0	0	0.849450879
TGME49_226610	612	8	8	0	0	0.602479359
TGME49_226620	599	6	5	1	0	0.8312501719
TGME49_226640	1189	4	4	0	0	0.8889248887
TGME49_226660	675	0				0.4651549136
TGME49_226670	679	1	1	0	0	0.5983251941
TGME49_226680	821	4	4	0	0	0.6531409396
TGME49_226690	380	2	1	1	0	0.9876809676
TGME49_226700	939	5	5	0	0	0.852901449
TGME49_226705	728	0				0.836262456
TGME49_226710	1068	7	7	0	0	0.8754176247
TGME49_226720	525	3	2	1	0	0.4246640049
TGME49_226730	567	3	3	0	0	0.4228933685
TGME49_226740	769	3	3	0	0	0.8607571746
TGME49_226780	667	7	7	0	0	0.7750893544
TGME49_226790	1000	8	8	0	0	0.3265368263
TGME49_226800	535	6	5	1	0	0.5091379501
TGME49_226810	1940	24	21	3	0	0.3458311993
TGME49_226825	3179	34	34	0	0	0.5647370784
TGME49_226830	574	1	1	0	0	0.6471158569
TGME49_226840	835	9	9	0	0	0.782834913
TGME49_226850	2585	27	25	2	0	0.3853098504
TGME49_226860	349	5	5	0	0	0.6777527038
TGME49_226870	950	4	3	1	0	0.9170208356
TGME49_226890	826	8	8	0	0	0.6130873921
TGME49_226900	813	8	7	1	0	0.8589889764
TGME49_226910	1901	7	7	0	0	0.783862144
TGME49_226920	582	6	6	0	0	0.8341465218
TGME49_226940	441	2	1	1	0	0.7845358538
TGME49_226950	586	6	6	0	0	0.860793124
TGME49_226960	658	2	2	0	0	0.8571327931
TGME49_226970	81	0				0.9767202888
TGME49_226980	715	1	1	0	0	0.9082771159
TGME49_226990	1179	7	7	0	0	0.5916832899
TGME49_227000	811	10	10	0	0	0.5802218665
TGME49_227010	1309	12	10	2	0	0.3483642111
TGME49_227020	937	9	7	0	2	0.4455450651
TGME49_227030	299	0				0.8487894423
TGME49_227050	1307	9	8	1	0	0.5899959617
TGME49_227060	3463	48	47	1	0	0.6398545129
TGME49_227080	526	6	6	0	0	0.4444494335
TGME49_227115	788	6	6	0	0	0.3751460532
TGME49_227150	813	11	10	1	0	0.7681671869
TGME49_227260	1157	8	8	0	0	0.9085047605
TGME49_227270	670	1	1	0	0	0.8763602532
TGME49_227280	146	1	1	0	0	0.8382295734
TGME49_227290	451	2	2	0	0	0.6859874621
TGME49_227310	995	7	7	0	0	0.918689081
TGME49_227320	638	2	1	1	0	0.3351893473
TGME49_227335	218	4	3	1	0	0.5168799605
TGME49_227350	490	3	2	1	0	0.8494941991
TGME49_227360	85	0				0.7726446692
TGME49_227380	1297	8	8	0	0	0.8206826825
TGME49_227390	1208	17	16	1	0	0.4648928762
TGME49_227410	1018	10	7	3	0	0.8451734228
TGME49_227420	608	1	1	0	0	0.8270379906
TGME49_227430	242	1	1	0	0	0.4487721348
TGME49_227440	2771	51	51	0	0	0.6129211218
TGME49_227450	661	6	4	2	0	0.3808370269
TGME49_227560	791	7	7	0	0	0.7888354507
TGME49_227570	996	7	6	1	0	0.6121482281
TGME49_227580	944	9	9	0	0	0.5855367453
TGME49_227590	1128	18	18	0	0	0.8917685754
TGME49_227600	49	0				0.9930758358
TGME49_227610	279	0				0.8831786224
TGME49_227615	25	0				0.5157795123
TGME49_227620	103	0				0.8025175953
TGME49_227630	1455	28	28	0	0	0.6935196704
TGME49_227650	960	4	4	0	0	0.9235495402
TGME49_227660	862	5	5	0	0	0.8374217829
TGME49_227780	698	3	1	2	0	0.5933243908
TGME49_227790	769	2	2	0	0	0.9799360899
TGME49_227800	914	6	6	0	0	0.3576436864
TGME49_227810	1207	12	12	0	0	0.7068830018
TGME49_227820	1049	6	6	0	0	0.7365801446
TGME49_227830	808	2	2	0	0	0.8569195142
TGME49_227840	442	1	1	0	0	0.8432783107
TGME49_227850	1022	6	6	0	0	0.6692662717
TGME49_227860	818	1	1	0	0	0.8778822345
TGME49_227870	531	0				0.4872819857
TGME49_227880	1369	8	6	2	0	0.5263032453
TGME49_227890	1784	11	9	2	0	0.886692397
TGME49_227900	1874	6	5	1	0	0.5591853607
TGME49_227910	377	1	1	0	0	0.866674331
TGME49_227920	335	2	2	0	0	0.6821172618
TGME49_227930	1279	10	8	2	0	0.5978176539
TGME49_227948	306	0				0.356332707
TGME49_227952	1492	12	12	0	0	0.6815027894
TGME49_227960	396	5	5	0	0	0.9178131847
TGME49_227970	299	1	1	0	0	0.8043814698
TGME49_227980	705	3	3	0	0	0.8327843309
TGME49_227990	359	2	2	0	0	0.8118874543
TGME49_228000	425	2	1	1	0	0.8441219611
TGME49_228010	1507	10	9	1	0	0.917043663
TGME49_228040	938	3	3	0	0	0.8198687174
TGME49_228060	446	7	5	2	0	0.908428466
TGME49_228070	460	3	0	2	1	0.7082866607
TGME49_228080	1207	9	9	0	0	0.7638981826
TGME49_228100	686	4	4	0	0	0.723222531
TGME49_228110	247	0				0.5172176867
TGME49_228120	1350	7	7	0	0	0.5532675982
TGME49_228130	231	1	0	1	0	0.7977615268
TGME49_228145	207	4	4	0	0	0.8216266711
TGME49_228150	1932	9	9	0	0	0.9023092424
TGME49_228170	776	10	9	1	0	0.8395989705
TGME49_228180	1457	10	9	1	0	0.4796473741
TGME49_228190	720	2	2	0	0	0.8159189427
TGME49_228200	1736	12	12	0	0	0.5526372358
TGME49_228210	417	0				0.7084271576
TGME49_228230	2577	11	11	0	0	0.7694166026
TGME49_228250	504	3	1	1	1	0.3934232915
TGME49_228270	601	4	2	2	0	0.88678133
TGME49_228280	352	0				0.6239427496
TGME49_228290	100	0				0.5011626995
TGME49_228300	512	3	3	0	0	0.9417080118
TGME49_228310	240	3	2	1	0	0.8396980315
TGME49_228320	563	2	0	2	0	0.7454055359
TGME49_228330	486	4	1	3	0	0.6637605564
TGME49_228340	1021	13	12	1	0	0.9025321431
TGME49_228360	314	4	2	2	0	0.4040776526
TGME49_228370	291	6	6	0	0	0.9008278591
TGME49_228390	231	2	0	2	0	0.5316052496
TGME49_228395						
TGME49_228400	1418	12	12	0	0	0.9109180876
TGME49_228420	548	8	8	0	0	0.8905600446
TGME49_228460	664	6	6	0	0	0.3323561187
TGME49_228470	57	0				0.8997691641
TGME49_228490	315	0				0.8309575228
TGME49_228630	1210	4	4	0	0	0.7385527814
TGME49_228660	1784	8	7	1	0	0.6692757057
TGME49_228670	1660	9	8	1	0	0.8313873734
TGME49_228690	1020	7	6	1	0	0.563487154
TGME49_228710	2501	17	17	0	0	0.9141521664
TGME49_228720	352	1	0	1	0	0.6474926104
TGME49_228730	866	3	2	1	0	0.7432246544
TGME49_228750	1725	7	7	0	0	0.9453541392
TGME49_228760	1178	10	9	1	0	0.92007136
TGME49_228770	75	0				0.7674458627
TGME49_228780	295	2	2	0	0	0.774347322
TGME49_228990	368	3	3	0	0	0.4180164141
TGME49_229000	531	5	4	1	0	0.8342060803
TGME49_229005						
TGME49_229010	443	6	6	0	0	0.691095817
TGME49_229020	1204	6	6	0	0	0.5903937979
TGME49_229030	870	3	2	1	0	0.9243959202
TGME49_229140	576	3	3	0	0	0.7500303256
TGME49_229160	598	5	3	2	0	0.8228502366
TGME49_229170	2343	14	14	0	0	0.9480441901
TGME49_229180	807	1	1	0	0	0.906017343
TGME49_229200	2556	12	12	0	0	0.803609798
TGME49_229210	1133	6	6	0	0	0.8221459294
TGME49_229220	451	6	4	2	0	0.7732625465
TGME49_229250	95	0				0.8767586022
TGME49_229260	644	5	5	0	0	0.4803670162
TGME49_229280	958	9	8	1	0	0.8116234354
TGME49_229290						
TGME49_229310	806	3	3	0	0	0.8286753989
TGME49_229350	706	4	4	0	0	0.9101574573
TGME49_229360	234	1	0	1	0	0.8645605078
TGME49_229370	1588	5	4	1	0	0.6067892625
TGME49_229380	530	4	3	1	0	0.6552407039
TGME49_229420	399	1	1	0	0	0.6759358267
TGME49_229440	1066	6	5	1	0	0.8657068069
TGME49_229450	619	2	2	0	0	0.8240882673
TGME49_229460	1151	7	7	0	0	0.8392175543
TGME49_229470	586	3	3	0	0	0.7424884857
TGME49_229480	301	0				0.9220568228
TGME49_229490	1133	6	6	0	0	0.8778009658
TGME49_229500	1138	16	16	0	0	0.8320393929
TGME49_229620	673	10	8	2	0	0.5498611048
TGME49_229630	1580	10	10	0	0	0.7164095788
TGME49_229640	200	1	0	1	0	0.790140784
TGME49_229650	895	3	3	0	0	0.6824481335
TGME49_229660						
TGME49_229670	63	2	2	0	0	0.8365376399
TGME49_229680	605	2	2	0	0	0.8260291388
TGME49_229690	656	6	6	0	0	0.8320220388
TGME49_229710	686	5	4	1	0	0.4322640449
TGME49_229740	576	4	4	0	0	0.7711610692
TGME49_229750	594	2	2	0	0	0.9081488445
TGME49_229770	1308	6	5	1	0	0.5407569672
TGME49_229780	825	2	2	0	0	0.9783652378
TGME49_229790	824	5	4	1	0	0.5664088266
TGME49_229900	319	2	2	0	0	0.7382855791
TGME49_229920	407	2	2	0	0	0.9163425091
TGME49_229930	141	1	1	0	0	0.8363250993
TGME49_229940	1567	10	8	2	0	0.9505227426
TGME49_229950	739	2	2	0	0	0.8230475728
TGME49_229990	204	1	1	0	0	0.9243815408
TGME49_230000						
TGME49_230010	1517	4	4	0	0	0.8196472939
TGME49_230030	500	6	6	0	0	0.8247426024
TGME49_230050	1058	4	3	1	0	0.8244912246
TGME49_230060	651	3	3	0	0	0.8506062785
TGME49_230070	366	2	1	1	0	0.9719757641
TGME49_230100	1165	6	6	0	0	0.9720584386
TGME49_230110	388	3	3	0	0	0.3593965446
TGME49_230122	516	3	0	3	0	0.8522181586
TGME49_230140	1054	7	6	1	0	0.360323967
TGME49_230150	730	6	6	0	0	0.8350225254
TGME49_230160	85	2	2	0	0	0.9612156662
TGME49_230170	1855	20	19	1	0	0.9095819115
TGME49_230180	324	5	5	0	0	0.41681738
TGME49_230190	1771	22	20	2	0	0.8188979195
TGME49_230205	153	0				0.4770659246
TGME49_230210	628	1	1	0	0	0.8482290803
TGME49_230220	883	7	6	1	0	0.6566152844
TGME49_230230	564	2	1	1	0	0.6629013057
TGME49_230340	743	2	0	2	0	0.4384478705
TGME49_230350	807	5	5	0	0	0.8725940568
TGME49_230380	294	0				0.9464205405
TGME49_230400	2732	24	23	1	0	0.9048741748
TGME49_230410	142	0				0.8878302628
TGME49_230420	319	1	0	1	0	0.5973417533
TGME49_230430	915	5	5	0	0	0.5558976953
TGME49_230440	561	8	3	5	0	0.5009290946
TGME49_230450	169	1	1	0	0	0.9925364046
TGME49_230470	368	6	3	1	2	0.4364105039
TGME49_230480	308	1	0	0	1	0.8988798796
TGME49_230490	1779	13	13	0	0	0.749031267
TGME49_230500	1003	11	11	0	0	0.3508099468
TGME49_230510	294	1	1	0	0	0.8714283506
TGME49_230520	150	2	2	0	0	0.856049546
TGME49_230555	445	5	4	1	0	0.7923671973
TGME49_230570	1120	15	15	0	0	0.6214942322
TGME49_230580	766	9	9	0	0	0.4861930999
TGME49_230590	1194	13	12	1	0	0.6272539529
TGME49_230610	658	10	10	0	0	0.3287384275
TGME49_230630	760	10	9	1	0	0.7696914999
TGME49_230640	134	1	1	0	0	0.4850205696
TGME49_230650	591	7	7	0	0	0.9104558088
TGME49_230690	962	6	6	0	0	0.8744525013
TGME49_230700	553	4	1	3	0	0.8011895898
TGME49_230705	414	3	3	0	0	0.5731811966
TGME49_230710	2894	35	33	2	0	0.8425467565
TGME49_230820	676	9	8	1	0	0.3899634931
TGME49_230840	953	11	11	0	0	0.9690355703
TGME49_230850	487	1	1	0	0	0.5015511484
TGME49_230860						
TGME49_230870						
TGME49_230880	781	1	0	1	0	0.8625673003
TGME49_230890	498	4	3	1	0	0.6426455229
TGME49_230900						
TGME49_230910	3486	42	42	0	0	0.8272473349
TGME49_230920	1399	6	6	0	0	0.744305292
TGME49_230940	322	0				0.9744743521
TGME49_230950	1518	5	5	0	0	0.8875530218
TGME49_230960	1358	2	2	0	0	0.8519631486
TGME49_230970	302	2	2	0	0	0.9892017391
TGME49_230980	746	0				0.9033206651
TGME49_230990	134	1	0	0	1	0.5785955387
TGME49_231000	1265	9	8	1	0	0.7405594226
TGME49_231010	1710	19	16	3	0	0.8149697787
TGME49_231020	832	8	7	1	0	0.6985429935
TGME49_231030	688	6	5	1	0	0.7430788684
TGME49_231040	906	14	14	0	0	0.9018739114
TGME49_231070	1091	8	8	0	0	0.6890095053
TGME49_231080	183	1	1	0	0	0.9823676059
TGME49_231100	428	3	2	1	0	0.309787068
TGME49_231120	269	6	6	0	0	0.6036105303
TGME49_231130	1002	4	4	0	0	0.8400771117
TGME49_231140	55	0				0.9121987917
TGME49_231160	201	0				0.918877601
TGME49_231170	920	5	4	1	0	0.6436144674
TGME49_231175						
TGME49_231180						
TGME49_231190	1077	3	3	0	0	0.9058074042
TGME49_231200	2441	50	50	0	0	0.6091931994
TGME49_231210	1711	4	4	0	0	0.8252762515
TGME49_231220	1117	8	6	2	0	0.8547842431
TGME49_231230	61	0				0.2771170943
TGME49_231280	982	5	4	1	0	0.9188481043
TGME49_231350	741	1	1	0	0	0.543393093
TGME49_231360	759	10	10	0	0	0.8168714092
TGME49_231370	620	8	8	0	0	0.286884083
TGME49_231380	608	4	4	0	0	0.6336840295
TGME49_231410	260	3	3	0	0	0.8260348362
TGME49_231430	838	16	16	0	0	0.625251094
TGME49_231440	1258	8	7	1	0	0.6380016635
TGME49_231460	799	5	4	1	0	0.3866480639
TGME49_231480	380	1	1	0	0	0.8350422709
TGME49_231590	625	7	7	0	0	0.8366872083
TGME49_231600	923	3	3	0	0	0.7202688219
TGME49_231625	343	4	4	0	0	0.4091362506
TGME49_231630	329	0				0.7961039501
TGME49_231640	490	1	1	0	0	0.7459696758
TGME49_231750	649	10	9	1	0	0.9672698713
TGME49_231780	336	9	7	2	0	0.8115244804
TGME49_231790	1443	17	16	1	0	0.6520734852
TGME49_231800	887	5	4	1	0	0.4768425873
TGME49_231840	967	8	6	2	0	0.564804496
TGME49_231850	641	5	5	0	0	0.5949329317
TGME49_231870	1525	8	8	0	0	0.6755449749
TGME49_231890	707	5	5	0	0	0.457777439
TGME49_231910	481	1	1	0	0	0.9345051968
TGME49_231920	54	0				0.5818110755
TGME49_231930	1127	10	10	0	0	0.9001366051
TGME49_231940	417	2	1	1	0	0.8392082561
TGME49_231950	556	4	4	0	0	0.7803624025
TGME49_231960	1714	24	24	0	0	0.7843338995
TGME49_231970	1193	7	7	0	0	0.8059666041
TGME49_231980	1863	10	10	0	0	0.723714165
TGME49_231990						
TGME49_231998	369	5	5	0	0	0.5108086695
TGME49_232000	669	5	5	0	0	0.5147067035
TGME49_232010	797	10	10	0	0	0.7623313206
TGME49_232020	235	6	6	0	0	0.8108565354
TGME49_232030	524	10	10	0	0	0.9274818604
TGME49_232050	911	3	3	0	0	0.8568644934
TGME49_232080	1722	12	12	0	0	0.8686390666
TGME49_232085						
TGME49_232090	985	13	13	0	0	0.8415338891
TGME49_232100	382	5	4	0	1	0.8079738188
TGME49_232120	729	3	2	1	0	0.5601088308
TGME49_232130	350	1	1	0	0	0.9021320369
TGME49_232140	1102	2	2	0	0	0.6553479262
TGME49_232150	721	2	2	0	0	0.924854431
TGME49_232160	675	1	1	0	0	0.899501861
TGME49_232190	560	2	2	0	0	0.8386206829
TGME49_232210	682	3	2	1	0	0.8245084438
TGME49_232220	741	5	5	0	0	0.6735465849
TGME49_232230	88	0				0.924926797
TGME49_232250	329	1	1	0	0	0.8020742676
TGME49_232260	509	2	2	0	0	0.9014296546
TGME49_232270	28	1	0	1	0	0.8497780306
TGME49_232280	219	2	2	0	0	0.9570681128
TGME49_232300	114	1	1	0	0	0.9812732975
TGME49_232310	916	8	8	0	0	0.3937938914
TGME49_232340	1216	1	1	0	0	0.8238685005
TGME49_232350	143	0				0.8711622914
TGME49_232360	1759	12	12	0	0	0.6821041401
TGME49_232370	433	4	4	0	0	0.6271926998
TGME49_232380	1412	5	5	0	0	0.8668866522
TGME49_232390	806	6	6	0	0	0.8318186965
TGME49_232410	209	1	1	0	0	0.9216691988
TGME49_232430	655	8	8	0	0	0.5832585421
TGME49_232440	479	2	2	0	0	0.9152578218
TGME49_232450	363	3	2	1	0	0.5836290279
TGME49_232500	508	4	4	0	0	0.8456832708
TGME49_232510	582	5	5	0	0	0.543291063
TGME49_232520	195	1	1	0	0	0.6332465004
TGME49_232530	652	5	3	2	0	0.6100670444
TGME49_232540	903	17	17	0	0	0.7621352026
TGME49_232550	575	5	5	0	0	0.8566958665
TGME49_232560	560	6	5	1	0	0.9182259832
TGME49_232590	1900	14	14	0	0	0.8801953551
TGME49_232600	758	7	7	0	0	0.568137354
TGME49_232610	1030	14	14	0	0	0.8648693619
TGME49_232620	680	9	8	1	0	0.7663616257
TGME49_232630	947	12	12	0	0	0.8405708914
TGME49_232640	593	10	8	2	0	0.7818453925
TGME49_232650	532	11	10	1	0	0.5738928834
TGME49_232655	1008	16	12	4	0	0.7552368666
TGME49_232660	151	0				0.8683818718
TGME49_232670	712	6	5	1	0	0.8378043547
TGME49_232680	910	13	12	1	0	0.4523868762
TGME49_232690	634	9	8	1	0	0.896594919
TGME49_232700	736	10	10	0	0	0.9050540387
TGME49_232710	106	0				0.9299194499
TGME49_232720	604	6	6	0	0	0.7760151648
TGME49_232730	492	6	6	0	0	0.9117863702
TGME49_232750	467	9	7	2	0	0.6043669336
TGME49_232760	245	2	2	0	0	0.7569130673
TGME49_232780	285	4	4	0	0	0.6696797847
TGME49_232800	984	13	12	1	0	0.6144297586
TGME49_232815	925	16	14	2	0	0.8782401688
TGME49_232830	686	6	6	0	0	0.8525816441
TGME49_232950	105	0				0.8122974092
TGME49_232960	987	19	19	0	0	0.6983342941
TGME49_232970	727	7	7	0	0	0.8842549527
TGME49_232980	736	9	9	0	0	0.8363075623
TGME49_233000	957	1	1	0	0	0.5328746324
